example_id,category,n_choices,question_char_len,source_index,dataset_revision,correct_label
mmlu_pro:test:6378,health,10,721,6214,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6379,health,4,458,6215,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6380,health,10,74,6216,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6381,health,10,74,6217,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6382,health,7,15,6218,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6383,health,10,86,6219,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6384,health,10,98,6220,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6385,health,10,63,6221,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6386,health,10,63,6222,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6387,health,10,135,6223,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6388,health,10,106,6224,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6389,health,10,106,6225,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6390,health,9,86,6226,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6391,health,4,107,6227,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6392,health,4,52,6228,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6393,health,10,112,6229,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6394,health,10,75,6230,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6395,health,10,68,6231,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6396,health,5,86,6232,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6397,health,10,55,6233,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6398,health,8,61,6234,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6399,health,10,23,6235,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6400,health,10,53,6236,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6401,health,9,37,6237,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6402,health,10,77,6238,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6403,health,10,70,6239,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6404,health,10,65,6240,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6405,health,10,41,6241,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6406,health,10,61,6242,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6407,health,10,80,6243,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6408,health,10,75,6244,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6409,health,10,151,6245,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6410,health,10,78,6246,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6411,health,8,76,6247,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6413,health,7,59,6249,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6414,health,10,123,6250,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6415,health,10,64,6251,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6416,health,10,69,6252,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6417,health,10,34,6253,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6418,health,10,122,6254,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6419,health,10,157,6255,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6420,health,10,115,6256,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6421,health,10,123,6257,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6422,health,10,81,6258,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6423,health,7,78,6259,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6424,health,9,137,6260,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6425,health,10,105,6261,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6426,health,10,28,6262,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6427,health,9,58,6263,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6428,health,10,74,6264,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6429,health,10,85,6265,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6430,health,10,667,6266,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6431,health,10,626,6267,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6432,health,10,412,6268,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6433,health,10,620,6269,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6434,health,10,620,6270,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6435,health,10,368,6271,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6436,health,10,368,6272,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6437,health,4,865,6273,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6438,health,4,532,6274,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6439,health,10,904,6275,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6440,health,10,904,6276,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6441,health,10,342,6277,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6442,health,10,342,6278,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6443,health,4,1222,6279,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6444,health,10,397,6280,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6445,health,10,397,6281,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6446,health,10,284,6282,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6447,health,10,284,6283,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6448,health,9,377,6284,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6449,health,9,377,6285,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6450,health,10,727,6286,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6451,health,10,727,6287,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6453,health,10,61,6289,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6454,health,4,121,6290,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6455,health,8,37,6291,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6456,health,10,261,6292,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6457,health,10,90,6293,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6458,health,10,77,6294,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6459,health,10,112,6295,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6460,health,10,33,6296,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6461,health,10,148,6297,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6462,health,10,41,6298,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6463,health,10,127,6299,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6464,health,10,98,6300,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6465,health,10,35,6301,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6467,health,10,53,6303,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6468,health,10,82,6304,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6469,health,10,67,6305,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6470,health,10,115,6306,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6471,health,10,75,6307,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6472,health,10,83,6308,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6473,health,10,76,6309,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6474,health,10,53,6310,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6475,health,10,149,6311,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6476,health,10,56,6312,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6477,health,10,85,6313,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6478,health,10,53,6314,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6479,health,10,86,6315,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6480,health,10,66,6316,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6481,health,10,32,6317,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6482,health,10,51,6318,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6483,health,10,28,6319,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6484,health,10,81,6320,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6485,health,10,56,6321,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6486,health,10,72,6322,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6487,health,10,963,6323,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6488,health,10,918,6324,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6490,health,9,272,6326,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6491,health,10,410,6327,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6492,health,9,410,6328,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6493,health,10,425,6329,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6494,health,10,425,6330,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6496,health,10,439,6332,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6497,health,10,422,6333,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6498,health,10,422,6334,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6499,health,10,285,6335,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6500,health,4,419,6336,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6501,health,10,1274,6337,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6502,health,10,1274,6338,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6503,health,10,363,6339,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6504,health,10,363,6340,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6505,health,4,646,6341,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6506,health,10,646,6342,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6507,health,10,538,6343,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6508,health,10,538,6344,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6509,health,6,54,6345,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6510,health,10,83,6346,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6511,health,10,83,6347,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6512,health,10,96,6348,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6513,health,4,81,6349,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6514,health,9,90,6350,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6515,health,10,55,6351,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6516,health,9,71,6352,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6517,health,10,58,6353,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6518,health,4,44,6354,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6519,health,4,70,6355,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6520,health,10,53,6356,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6521,health,10,357,6357,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6522,health,10,484,6358,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6523,health,10,499,6359,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6525,health,10,464,6361,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6526,health,10,44,6362,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6527,health,8,61,6363,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6528,health,10,54,6364,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6529,health,9,68,6365,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6530,health,10,81,6366,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6531,health,10,26,6367,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6532,health,10,73,6368,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6533,health,10,94,6369,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6534,health,10,53,6370,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6535,health,10,77,6371,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6536,health,10,123,6372,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6537,health,10,74,6373,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6539,health,10,21,6374,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6540,health,10,825,6375,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6541,health,4,1261,6376,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6543,health,9,559,6378,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6544,health,10,1270,6379,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6545,health,10,1270,6380,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6546,health,8,1096,6381,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6547,health,6,1096,6382,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6548,health,10,373,6383,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6550,health,10,872,6385,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6551,health,10,872,6386,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6552,health,4,357,6387,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6553,health,10,640,6388,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6554,health,10,640,6389,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6555,health,10,749,6390,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6556,health,10,749,6391,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6558,health,10,460,6393,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6559,health,10,631,6394,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6560,health,10,631,6395,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6561,health,9,329,6396,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6562,health,10,329,6397,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6563,health,10,700,6398,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6564,health,10,700,6399,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6565,health,10,129,6400,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6566,health,10,129,6401,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6567,health,4,100,6402,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6569,health,10,67,6404,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6570,health,9,67,6405,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6571,health,4,120,6406,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6572,health,9,120,6407,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6573,health,9,73,6408,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6574,health,10,55,6409,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6575,health,10,55,6410,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6576,health,4,71,6411,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6577,health,10,71,6412,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6578,health,10,104,6413,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6579,health,10,47,6414,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6580,health,10,47,6415,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6581,health,10,65,6416,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6582,health,10,95,6417,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6583,health,10,46,6418,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6584,health,10,118,6419,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6585,health,10,63,6420,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6586,health,8,72,6421,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6587,health,10,104,6422,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6588,health,10,84,6423,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6589,health,10,194,6424,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6590,health,10,103,6425,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6592,health,10,142,6427,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6593,health,10,93,6428,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6594,health,10,104,6429,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6595,health,10,54,6430,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6597,health,10,99,6432,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6598,health,10,67,6433,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6599,health,10,75,6434,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6600,health,9,49,6435,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6601,health,10,89,6436,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6602,health,10,89,6437,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6603,health,10,32,6438,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6604,health,10,262,6439,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6605,health,10,42,6440,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6606,health,9,90,6441,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6607,health,10,105,6442,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6608,health,10,504,6443,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6609,health,10,375,6444,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6610,health,4,757,6445,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6611,health,10,774,6446,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6612,health,10,377,6447,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:6613,health,10,377,6448,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6614,health,10,707,6449,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6615,health,8,707,6450,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6616,health,10,404,6451,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6617,health,9,404,6452,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6618,health,10,926,6453,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6619,health,10,926,6454,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6620,health,9,558,6455,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6621,health,10,45,6456,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6623,health,10,22,6458,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6625,health,5,80,6460,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6626,health,9,25,6461,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6627,health,4,25,6462,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6628,health,4,102,6463,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6629,health,5,102,6464,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6630,health,8,100,6465,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6631,health,10,70,6466,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6632,health,10,104,6467,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6633,health,10,134,6468,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6634,health,10,167,6469,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6635,health,10,167,6470,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6636,health,3,47,6471,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6638,health,4,67,6473,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6639,health,10,221,6474,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6640,health,4,110,6475,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6641,health,4,57,6476,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6642,health,8,108,6477,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6643,health,10,55,6478,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6644,health,10,94,6479,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6645,health,10,324,6480,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6646,health,10,865,6481,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6647,health,8,452,6482,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6648,health,10,42,6483,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6649,health,9,16,6484,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6650,health,10,43,6485,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6651,health,9,81,6486,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6652,health,9,140,6487,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6653,health,8,58,6488,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6655,health,10,20,6490,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6656,health,10,128,6491,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6657,health,10,211,6492,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6658,health,10,171,6493,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6659,health,10,82,6494,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6660,health,10,101,6495,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6661,health,10,122,6496,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6663,health,10,80,6498,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:6664,health,10,473,6499,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6665,health,10,778,6500,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6666,health,10,562,6501,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:6667,health,10,562,6502,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6668,health,8,513,6503,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
