source,question_id,model_alias,model_endpoint,family,score_condition,displayed_confidence,displayed_token,frozen_answer,stage1_correct,parsed_action,verify,raw_response,input_tokens,output_tokens,estimated_cost_usd,prompt_hash,request_key
task007a,mmlu_pro:test:7434,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,G,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",724,19,0.001638,81778ff7d5a7fbde77997ab708a45a8aefdf2091ef1f4da91644bb1832d7d310,verification:fd22572a4203175ae6da1d900609b0aeecf133979e1442fef66fbf7b2a87ccc7
task007a,mmlu_pro:test:7434,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,G,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",752,19,0.001694,25c3d2fd21e22ac3332356dcd6d0a78c57925ee99656ec4afbc34197cdb38909,verification:8b5f0419c484321f9a1da894bbbdedf9486547b6dceb2724a50c7d98f85f469f
task007a,mmlu_pro:test:7434,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,G,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",752,19,0.001694,2a0e8397008d211d277aa6940b69a823e45059fce60ec50fdc2d11a7f16b7332,verification:486149c5a01804926f87188c4554261802bf895184edc95e08d7cf83bd29502e
task007a,mmlu_pro:test:7434,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,G,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",752,19,0.001694,1e8b6399e5dc07481ef155dc12e041184a8c9cd744dfc38897fa885cf58220b3,verification:afb74f9d635075edef614a2e44b834edbb3dd889a6b66a80bfef1e91bf4fa802
task007a,mmlu_pro:test:3225,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",416,16,0.001984,ad82046ebe28d13a9cbfc1632b8c8841904ddef908a46dbee7b9b6e9ee1a07ce,verification:83b35340f2ad70c95289eea0b82cab9eb54af44a7ce0d8a2101930574832a539
task007a,mmlu_pro:test:3225,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",433,16,0.002052,93e22ec3c9ef4aabbd07a4099f540f76c61cb6afbfd9629bc922e45acae82524,verification:720494252016f32fa5a0786e6e2042b7a3cd3876667ca1422aed0b11c909cfac
task007a,mmlu_pro:test:3225,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",433,16,0.002052,a683ef7eb9a241dec3eb7235b071fab44d8779a1389fb43ecf98c472a98a7c24,verification:3c9f965137d25453c87527dafce6f9e44353a15f41aa0a143afd7964f9bed1bb
task007a,mmlu_pro:test:3225,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",433,16,0.002052,4494a420b8e66a24e1d0aa5b6b4361a116499f3e511956928e19d54bc08ffed5,verification:c650ef1d345aaa54988eeae44a9e44f6fe2774857d628c40ea2f9ef375a9b183
task007a,mmlu_pro:test:3225,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",417,16,0.001988,53b5520f8a4dedeb1af929faf5e9860b0d9bf85f0751e2523a422ade5195b828,verification:7b21e6345742274f8d4fc9b148f87be21cb1209f4c6729242a4f18f7064f391f
task007a,mmlu_pro:test:3225,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",434,16,0.002056,605db4ba4cbf3e074b130d417062a06b6b81c81590174a7b1e9b6bc386c8109e,verification:0599c683842fb7948339ea53369e6bc2a509e77e1f953144b4ad95ac85e0fb5e
task007a,mmlu_pro:test:3225,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",434,16,0.002056,dca00c460f5277c2f591eddb436911d2e9efe8c102b580dd4437cb76c6d3369b,verification:af61aeef4e900552693250f30f9d24f4d16f11a4934e036a58d7bba310c69b7f
task007a,mmlu_pro:test:3225,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",434,16,0.002056,2ac3a24ae034ac0ec08bd3a77efa043adb621e3ef1431b24e82476bfc695b672,verification:84ed3756f138e964e9763419131896adf7490c0ba42b87c7c0caf41aafd62ded
task007a,mmlu_pro:test:3225,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",900,19,0.00199,ad82046ebe28d13a9cbfc1632b8c8841904ddef908a46dbee7b9b6e9ee1a07ce,verification:66849709e38c53b4cbc6c06a493cab0615752a2137d4c4f74d4eaa166b1e399c
task007a,mmlu_pro:test:3225,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,H,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",928,18,0.002036,93e22ec3c9ef4aabbd07a4099f540f76c61cb6afbfd9629bc922e45acae82524,verification:34bf1cb8487e1765dece10f81c99420c06e7d812d53a24e311e996a4f50a5fb1
task007a,mmlu_pro:test:3225,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",928,19,0.002046,a683ef7eb9a241dec3eb7235b071fab44d8779a1389fb43ecf98c472a98a7c24,verification:96a6fd80efad4c9672eb27ded8bdf9f3fd9e74db2bf8fe23198d8cb0c52e9d1d
task007a,mmlu_pro:test:3225,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",928,19,0.002046,4494a420b8e66a24e1d0aa5b6b4361a116499f3e511956928e19d54bc08ffed5,verification:eea5006751def050a92da13f6780bc8cece5ea102f3476a11d87de75b07418fa
task007a,mmlu_pro:test:3225,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",905,19,0.002,53b5520f8a4dedeb1af929faf5e9860b0d9bf85f0751e2523a422ade5195b828,verification:abeac53dfae82c4c880a3c6ff4914b173b0953c2c296eab55c08d70f07e437a6
task007a,mmlu_pro:test:3225,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,H,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",933,18,0.002046,605db4ba4cbf3e074b130d417062a06b6b81c81590174a7b1e9b6bc386c8109e,verification:42e93e7e0c73080a220e13d5475edad838b5b062be550a4a739b83315155cc3d
task007a,mmlu_pro:test:3225,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,H,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",933,18,0.002046,dca00c460f5277c2f591eddb436911d2e9efe8c102b580dd4437cb76c6d3369b,verification:700ee81b894aa556c37959d2f038eefed497b1d0d281527d9e9f037f5995a6a8
task007a,mmlu_pro:test:3225,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,H,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",933,19,0.002056,2ac3a24ae034ac0ec08bd3a77efa043adb621e3ef1431b24e82476bfc695b672,verification:47ab08c617638880992f0d1ae138c7fe00f924fe4866078083c870bcbbaa8a8f
task007a,mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",287,16,0.001468,d28026f4afd1ed36cea0d28e0ee9e94a77d15e2c92066780ce9386775c226694,verification:2aa8aeeb0d35a1cd3b27f8e8b41c0b22e8ee533b1da8dca7e2e5b8872fcef6aa
task007a,mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",304,14,0.001496,cf97ee78753891ccb86854b95f99d56e7eecf620966a7fcb80c5a68927927522,verification:cc44b3d355a74f762a3f66b610f34aa07e50f3880c1221abdc723b306486ee80
task007a,mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",304,16,0.001536,5798c2f23de8592ff59eb861f9fe8647087cca93fe4a3e2f7d5d370ff61abe0c,verification:c7519ead7d0ed03039af6567f7f7be51611576971fd94e33f4ae3883e3b39a99
task007a,mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",304,16,0.001536,6e1fcff15f9fb118ce7153476024ef73cffec02c5cc81515c5e3a453136df6bd,verification:94ae505ae5c3067fe0590f9c5b29a58b8c443253e6e0e3b7a8c6cb509cccb1cc
task007a,mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",288,14,0.001432,d6f23eca9976d2e08e8b0efd4d80f9e06c6b926056d3f37343b4c72b1efe0878,verification:42c748b52bd05b0f62f2a4b8fe66468f1e86c4f431dc8bfd605dc8109e480d03
task007a,mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",305,14,0.0015,78b61b8a137a4e350d3d313b046066cf96900397064a00e346aae8f4e17ff3df,verification:fc351b63c76ca1bce9b42f9fd840ad979969f9ebc8f6d0ebcc5933c2501799dc
task007a,mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",305,14,0.0015,60bd3453c205d144cf5705b29b1973eb1332bcea589f78cddb91856f8447317b,verification:191959b9a88b0514f6aebe9d4f8dbdb7840d7f6729cd507b9af8fc5ea5fe15ef
task007a,mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",305,16,0.00154,504356bf9bc5aa63c3eca7fb4253355d304788b628d1ae7c7382b233eb8f46d8,verification:2ac830c0424e0bed6c55f3111f40951837e505560172fe02cf9883cba4c0a82e
task007a,mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",665,19,0.00152,d28026f4afd1ed36cea0d28e0ee9e94a77d15e2c92066780ce9386775c226694,verification:08636b23d26bbbfa68253148ce76f5f8251f88fd90cf7c04fddb592c6de077b6
task007a,mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",693,18,0.001566,cf97ee78753891ccb86854b95f99d56e7eecf620966a7fcb80c5a68927927522,verification:7f57f59f70cf8f23151f265042b57f7c4f05ddfe8084fa76747d97e89805d01e
task007a,mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",693,18,0.001566,5798c2f23de8592ff59eb861f9fe8647087cca93fe4a3e2f7d5d370ff61abe0c,verification:49fa67109b84c846279f4f118efa1a904e295e1a0d6f7889248bc390abe433b8
task007a,mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",693,19,0.001576,6e1fcff15f9fb118ce7153476024ef73cffec02c5cc81515c5e3a453136df6bd,verification:f5d5c326409a2d496364e0533bd1d9efbe283a05d0a25c53f8577ea8f72ad012
task007a,mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",670,18,0.00152,d6f23eca9976d2e08e8b0efd4d80f9e06c6b926056d3f37343b4c72b1efe0878,verification:cf2b02091412cd5eebcaf513b33541fafe0f55ba99009d2ca8c4a9391107462c
task007a,mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",698,18,0.001576,78b61b8a137a4e350d3d313b046066cf96900397064a00e346aae8f4e17ff3df,verification:f7cc6e2769a6f6772b006136569ad96a8c6b9be1c3cb1ae9e9904a943c3512c0
task007a,mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",698,18,0.001576,60bd3453c205d144cf5705b29b1973eb1332bcea589f78cddb91856f8447317b,verification:34891c0cbcc2e414a54077e25e591a4c6bdfdfc872e536f278836186e11bc086
task007a,mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,D,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",698,18,0.001576,504356bf9bc5aa63c3eca7fb4253355d304788b628d1ae7c7382b233eb8f46d8,verification:2fb3263c7ea21ccea2ac24a12f8ddf96b11cf36770e3c80e2bb8003d0ea9e70f
task007a,mmlu_pro:test:2770,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",270,14,0.00136,93eaa985cda0a43f25237a078a40d81dd0534a98154a402a0e6ff7ca0b94e493,verification:3d33781ca5fd150da4f2da23aecd7deacf8956fef1fc0c87184c6f6cc466d8e2
task007a,mmlu_pro:test:2770,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",287,14,0.001428,2dbb65ed94d3dd17af73b3e110bac969be73e131920fb460cdd35901d22f2f4d,verification:693767cc2e18a4e8053dc016d6ed780de680fb91bc8669a85102406dc00b2cdc
task007a,mmlu_pro:test:2770,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",287,14,0.001428,ef3b3e651dfa7ee8364822fbedf9c552e14c1e709d14326a0bc800d5e1aa51b7,verification:1972cf96d9e8e0612eb1d742257ea98fabed50e9a6c9b5a88beff55ea803fff8
task007a,mmlu_pro:test:2770,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,G,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",287,16,0.001468,1a2d2c24ebef79746928fa64550d64ca2031ea53559efeed0e535b38a4f2d723,verification:5ba1503fb4945cecfe581393a2962facdc02a2f7db735d8b98779f41afc9b764
task007a,mmlu_pro:test:2770,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",271,14,0.001364,96b177cf0688be015c51b17a3a443bd7ebd496d7762b75410f82666e95204601,verification:c177f0857f5472d2e272620a40e8b444dec097a32da49308ebf668cb1f4d4147
task007a,mmlu_pro:test:2770,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",288,14,0.001432,25a594774dc8e579ffd620aa2999ba95ac1b293ba914f488e9ed3a45a0e074ab,verification:23a039a6d415e86dc902645f061295da21148f18fbf0f315089fc51a7d4dad19
task007a,mmlu_pro:test:2770,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",288,14,0.001432,ffdc1abf6e89c6d9f3b975d72cb27081fa6b3ea12784a3d14246a68dcd833f01,verification:2f01eabb5ab775e4123efaafac88af93846926445f0d773eebfe4777a6ae84ed
task007a,mmlu_pro:test:2770,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",288,14,0.001432,060ec2f74330cbf1d3f1851881e89867fca6c89f60b66b776dbd1e6a6a8fe556,verification:4f8681f14abab528b2fd19bf4bf7e5401a19ab50719170df4620335569eb6855
task007a,mmlu_pro:test:2770,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,G,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",620,19,0.00143,93eaa985cda0a43f25237a078a40d81dd0534a98154a402a0e6ff7ca0b94e493,verification:6bd7ae6e5ec4e9ceb31dc941352b1c95a5e80c0737b0ca03b27a9010230424b5
task007a,mmlu_pro:test:2770,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",648,18,0.001476,2dbb65ed94d3dd17af73b3e110bac969be73e131920fb460cdd35901d22f2f4d,verification:4611c0cd0b356833cc42ef0afc24dfcf19ca045706f662432b3163c103365cc8
task007a,mmlu_pro:test:2770,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",648,18,0.001476,ef3b3e651dfa7ee8364822fbedf9c552e14c1e709d14326a0bc800d5e1aa51b7,verification:5d05d8a1391921f2339e5e362bba2a928e0281e388b21715a85e892eff825d1c
task007a,mmlu_pro:test:2770,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,G,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",648,19,0.001486,1a2d2c24ebef79746928fa64550d64ca2031ea53559efeed0e535b38a4f2d723,verification:4da1cf3bfaf3370fc1d1ad8c2490aeeffaa4240029e080ba8666cb86ded7149a
task007a,mmlu_pro:test:2770,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",625,18,0.00143,96b177cf0688be015c51b17a3a443bd7ebd496d7762b75410f82666e95204601,verification:9ecbbab24ecbae6fecdf83dd29ed6c02f53d455c0bda5871176d6c73f5325f82
task007a,mmlu_pro:test:2770,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",653,18,0.001486,25a594774dc8e579ffd620aa2999ba95ac1b293ba914f488e9ed3a45a0e074ab,verification:50f2517fb1fd8354c45c743b41e0eea8afd4140f4fb4e4d3a4f11ca0d0eeb799
task007a,mmlu_pro:test:2770,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,G,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",653,18,0.001486,ffdc1abf6e89c6d9f3b975d72cb27081fa6b3ea12784a3d14246a68dcd833f01,verification:c9d14a51412e1ce3f831bee231ab9582e324ce00df87bb12af81681772149eee
task007a,mmlu_pro:test:2770,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,G,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",653,19,0.001496,060ec2f74330cbf1d3f1851881e89867fca6c89f60b66b776dbd1e6a6a8fe556,verification:1e80d8bfccf062c510ab41235165b37fc3683d21089bb25d15ae85a74a7ff614
task007a,mmlu_pro:test:5056,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",507,16,0.002348,9dbec0524cf2049bb061085408eeb58e55fe88277216854c9a606fe00f461d78,verification:3d6d64a25227897390a22817e3fd7669419441a6040edb025d79ff7135455f65
task007a,mmlu_pro:test:5056,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",524,14,0.002376,1d0ffc795e1ec52226274aeb73282faedda1f5240d1cb6a80caf3ec9617767ce,verification:ad93af9e989593f96eb150595da618eca38be8fd575d7cc598c18af114e6c2b6
task007a,mmlu_pro:test:5056,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",524,16,0.002416,3c0165cefc24caea5f33f07828c3ca70580dfc3800809ecfcbcbf86ee14707fc,verification:d01d056ff17097f1fe1e7fdc24abfa64ac1e3b5f201a91d7f2661fcd0f37e973
task007a,mmlu_pro:test:5056,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",524,16,0.002416,0eedeacd0b9d65cf81671a530585c739f5b559092e7ad84d0852c74bb5db5d09,verification:15f6606b5bbdfee93ccaf1ed7900ff715019206fc32ce86a6ef3ac62cd199f99
task007a,mmlu_pro:test:5056,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",508,16,0.002352,58153cc5224d078e51082624c9066ffaa7f5be51be7c443b82ef6005de8df07b,verification:6252eb3d0e30a7537c7183cae0368fb908d5b8e27534ba107324b99cd085eb23
task007a,mmlu_pro:test:5056,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",525,14,0.00238,585eea9819a0d1878c0830893f342021a0708009ffc26607a33db7f854960114,verification:3845a0479bd122c538e94265797bef9ac95d3edfd4f8d170850fa75a46330e45
task007a,mmlu_pro:test:5056,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",525,16,0.00242,15fbf91f36feaeb007ffeee3e37e3fe0abeb6b35289b1faa792daf1b8d5c1bf2,verification:feb8956b81578f67563bb4cc208d67626e1525555e3834b00b72b07ffa1f1291
task007a,mmlu_pro:test:5056,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",525,16,0.00242,d90f98347354f663e34858ff27bac899b1edb469fafd4873d7ba272ef056331c,verification:c948aaefce9f29257784088fa827b6347fd8f11df351b730ec8b6490e0a1c1f0
task007a,mmlu_pro:test:5056,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",969,18,0.002118,9dbec0524cf2049bb061085408eeb58e55fe88277216854c9a606fe00f461d78,verification:928e49f3b6715664f6fe7cb59204b04cc6b2f601f06c404536625067bcfa5391
task007a,mmlu_pro:test:5056,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",997,18,0.002174,1d0ffc795e1ec52226274aeb73282faedda1f5240d1cb6a80caf3ec9617767ce,verification:46cbaabd4feb92b76f22a5c6795c8631625aaa4065507eacea1e3ea2f25974a6
task007a,mmlu_pro:test:5056,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",997,18,0.002174,3c0165cefc24caea5f33f07828c3ca70580dfc3800809ecfcbcbf86ee14707fc,verification:54b560fb19db6db13f2fb7a4a6c01413d7881dbfe2412beba272e16804d08ae5
task007a,mmlu_pro:test:5056,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",997,18,0.002174,0eedeacd0b9d65cf81671a530585c739f5b559092e7ad84d0852c74bb5db5d09,verification:f0e3030bea080c1127d48a9e3ee13cd8273e78e9c5cc8b0ccb594ca7603eb674
task007a,mmlu_pro:test:5056,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",974,18,0.002128,58153cc5224d078e51082624c9066ffaa7f5be51be7c443b82ef6005de8df07b,verification:2ba977754a336eedfa9c387615e4480a3aa99873749b836c33cd8fc2f6b9eee6
task007a,mmlu_pro:test:5056,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",1002,18,0.002184,585eea9819a0d1878c0830893f342021a0708009ffc26607a33db7f854960114,verification:9b21b7d306c7a1a8b2b0a104197180a03dec50fbbd0117174336b1723b8f0979
task007a,mmlu_pro:test:5056,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",1002,18,0.002184,15fbf91f36feaeb007ffeee3e37e3fe0abeb6b35289b1faa792daf1b8d5c1bf2,verification:e6f24060c3abaa3c59fc39232498860becc3a28027faed8ae46dd95189a8f84e
task007a,mmlu_pro:test:5056,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",1002,18,0.002184,d90f98347354f663e34858ff27bac899b1edb469fafd4873d7ba272ef056331c,verification:845a15944cdc362f0dabe46065cc6f852e1b845b23b63081112ef19af8973b37
task007a,mmlu_pro:test:5777,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",339,16,0.001676,4a49158773c93c50887f3a57121f924a7b8e2951be17040b20626cc18d3b6cff,verification:e75f843b428e1253692aac0e56006f37d868cc069ace43576e958b3ee2afd792
task007a,mmlu_pro:test:5777,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",356,16,0.001744,bdebc615906283b6abf20693b9b0ebde73c44ce0f720e04999d80f8711850a19,verification:6f0627e745aeb175271a675126690a4ef3073968f8e868fa8f871801fe4195a2
task007a,mmlu_pro:test:5777,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",356,16,0.001744,939ef41b410b8a5a606c4ea4f98a4b21531dd26d261fef1a56b927fd93907869,verification:c557b5a543d3cf513bd1f8ad901c6d8fb2792d02ce3ebdc950426efd9c2d1d55
task007a,mmlu_pro:test:5777,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,D,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",356,16,0.001744,99583dbc68db739df520830b47846a767769764e63faeaaed113feb750ddc05e,verification:92e1f57c1a0f20897e82274912b88eb8d6e393ec1d29c6dc35c75caf318986b3
