question_id,model_alias,probability_correct,input_tokens,output_tokens,estimated_cost_usd,request_key
arc182_a,openai_gpt56_sol,0.01,1629,17,0.006856,confidence:eb296c37b1044e56b21431bc30632d2806e0ba1f4b2d2718293a650ef2d0318e
abc350_e,anthropic_sonnet5,0.02,1481,17,0.003132,confidence:ef24ce4bd75f596d27699b99640b0f5104c11b385a5f5385cb56ca704ad7ff43
abc400_g,openai_gpt56_sol,0.08,1887,17,0.007888,confidence:ca2596b5f5926f45f6b1e62b25699724adb12d491e137b14393035436f685043
abc342_e,anthropic_sonnet5,0.85,2868,13,0.005866,confidence:93556e9554673e6089effbf8a5b7ba1d2572ff050e818554b8899bce994ea1d4
arc185_b,openai_gpt56_sol,0.0,769,17,0.003416,confidence:4827128e5d85706ddb5d74661496d00c1fadecce18b46619d401610d3968d312
abc348_d,anthropic_sonnet5,0.2,2088,17,0.004346,confidence:5cef24ac9796230e1ff14a1e0c28d10a3c68be72f4008bf96f41369d7dd24ad2
abc351_f,anthropic_sonnet5,0.85,1238,13,0.002606,confidence:132243088ef91a29963ebb61c76a56f311d1d08d04c34a41eaa453d4cde8791c
abc345_d,anthropic_sonnet5,0.75,1663,13,0.003456,confidence:d7e25719e85fde2e843bae65e6a3bb263294d54aef92344bf58ef7618833805a
arc186_a,openai_gpt56_sol,0.16,974,17,0.004236,confidence:161f2310d297df1629176408c314a61e2e7162f0487f03f4753fbf2b80095e62
abc353_e,anthropic_sonnet5,0.65,1013,13,0.002156,confidence:53519da5391e65de6fdce8e1581d7dad550f6dfc5f03a3b49a9788bb0c7587aa
arc184_d,openai_gpt56_sol,0.02,870,17,0.00382,confidence:b9a7ea5b75dce5c735af2777a9d4adc3aac5b2867038756c51dbcc10db19ac4d
arc184_c,openai_gpt56_sol,0.02,997,17,0.004328,confidence:4c39519b6c20f12e43e1d53c6fc501517c9b6abe2fe9ec69960b72692aba9e6e
arc183_c,openai_gpt56_sol,0.01,1265,17,0.0054,confidence:e96136e171e1ba22616bc581aff8aef01a096ceb0e2f1a032f34ae36e9deec76
arc185_e,openai_gpt56_sol,0.99,1039,17,0.004496,confidence:4473ebc6df9db64130ea5d498ecb4de20526b35e1cd849149c92fdb501497f70
arc182_c,openai_gpt56_sol,0.99,1240,17,0.0053,confidence:4a6b78e36b2fa9ad3db54b9ecd19e797793a3cda93d3a1f022715239bbd321dc
arc185_d,openai_gpt56_sol,0.99,966,17,0.004204,confidence:8da3a3ca058fb228ee00c5e9ebe06fcfabf1542e274e8fbba5a7c5256ce2ed6a
arc184_e,openai_gpt56_sol,0.01,1306,17,0.005564,confidence:d50194800f8ce1bd54cf71037c8ea0e994e02895306141afddc61e5c4c606c08
abc351_e,anthropic_sonnet5,0.93,1681,13,0.003492,confidence:6f1a50e2a649a84cac68ebe6f39fd3b5679b0dca8c4aa219049856ea58e553c7
abc362_d,anthropic_sonnet5,0.95,1718,13,0.003566,confidence:0cd94b79bff89f8dfe0f707fd2415c59972c9583dc11bbf60b521ba76b793d43
arc188_b,openai_gpt56_sol,0.98,753,17,0.003352,confidence:7f1a5f056c9fcc398a3f84c91992ccc3338ab183151875cca049c2ca75e47679
arc189_b,openai_gpt56_sol,0.99,905,17,0.00396,confidence:53e2fafa3125e8c01258a525753ea3415e6fedad576aa071c3da897e4587bfb4
arc188_c,openai_gpt56_sol,0.99,1509,17,0.006376,confidence:eeb7a0ccb830c081051ea50804d5b6be3629494cdc93bf4547812bf727ae5bf8
arc183_d,openai_gpt56_sol,0.02,1505,17,0.00636,confidence:d3b1523a4328a7699d4885fc4263873d6e928113b578ddfacd8571c5be4ad3ec
arc182_e,openai_gpt56_sol,0.97,1588,17,0.006692,confidence:e89d29958ec3602ab5744a40fef5a89adf44fd2f00ac6da70e58cce6c99e5c1b
arc186_b,openai_gpt56_sol,0.99,882,17,0.003868,confidence:84e51130cf1f39df4f925379eb390128d27c9ee3f191da9c9b14e3c1b334e6ea
arc189_d,openai_gpt56_sol,0.01,1294,17,0.005516,confidence:b50299972c045ae7861a3239325ba7b5d5e1dd7338fa23c5822a5e57ee2370ea
abc354_e,anthropic_sonnet5,0.15,1382,13,0.002894,confidence:469090153ad52d0f6b2a001d0de70d491d105bcf5dee3fe6d983fa396d23a6eb
arc192_b,openai_gpt56_sol,0.99,829,17,0.003656,confidence:40c2adfe8259f7e6ea2dfe9531109ebf5d3d62ec55830c550a00d1df2b4e3ab6
abc358_e,anthropic_sonnet5,0.92,1493,13,0.003116,confidence:809abdf30cb55fa9db94cb3d3ecdd7fabe67b62cded7f4adade12e439723e1f7
abc357_e,anthropic_sonnet5,0.2,1359,19,0.002908,confidence:ad2919ae61bf3a2cfc359a2884ec323511e7d4fe0472e5a9f9c7cbce5dee913c
arc187_b,openai_gpt56_sol,0.99,1140,17,0.0049,confidence:3dba37c5c5e91739853494770b90cc7edefeb885841a8fb5548da9f4bd4135b4
arc186_e,openai_gpt56_sol,0.995,1120,17,0.00482,confidence:5b613bff190a19bdfe14efccc9c8be1e8a4538cab3493f84b9b969b253d73cf2
abc359_e,anthropic_sonnet5,0.1,1395,13,0.00292,confidence:5ec94d8ffed26062d1f72d03cc400da4315524447a82aa69125a87ff634db7f8
arc186_c,openai_gpt56_sol,0.001,1861,17,0.007784,confidence:60369063a9b2c43e151e7263aad975f04a23d81df4e2b9ad508766b92464a539
arc191_c,openai_gpt56_sol,0.999,700,17,0.00314,confidence:e79a0e7d885b685a729591446c7ee6bd95941ca2287c35e10059245f121d3501
abc364_d,anthropic_sonnet5,0.93,1383,13,0.002896,confidence:20fd2bcce1116543cd771f375cd967b89ed5f0255b5277e6b4a6dd1d9b499335
arc191_d,openai_gpt56_sol,0.02,1183,17,0.005072,confidence:feb64d2b562685733881862a914f90ed78588888c2b5c180c59b5b33828db421
abc361_d,anthropic_sonnet5,0.75,1478,13,0.003086,confidence:2d7aa3cd301287eb1edad8530a86b01f6423a5f65db847d01e7c3697ca7e04f8
abc365_e,anthropic_sonnet5,0.93,1178,13,0.002486,confidence:f6660c7cca04f6b3a72d5933991bc0c75437a503877966a1db71f522bf5b394c
abc356_e,anthropic_sonnet5,0.05,1261,13,0.002652,confidence:053b2acdb415463162cdfe9884c6800e610643fb1edbf0bf3240f591b418411b
abc359_d,anthropic_sonnet5,0.85,1431,13,0.002992,confidence:300cc7da1f83934fcdd5002227cb6db532fa408fdf9c64e14fd75695743f3c33
arc194_c,openai_gpt56_sol,0.99,1092,17,0.004708,confidence:7c65407032b4dc7afab64c891b36398e1358fa9d14faa8a4b383dc67e0833d9f
abc363_e,anthropic_sonnet5,0.85,2004,13,0.004138,confidence:054d3fcc1d9af3976df363b352a0feb6b9135c88ab4d67fb44dbf1fd405ff733
abc362_e,anthropic_sonnet5,0.85,1320,13,0.00277,confidence:4cb4aecc9b12c48481ab65ce21ad523d2f4aae9a24fc4683e0ff99ffb321efcc
arc190_a,openai_gpt56_sol,0.08,1599,17,0.006736,confidence:48175e855d79fade2e98cfe23829d22b693b57e114ab26c029d9ebbbe2e6cc97
arc188_a,openai_gpt56_sol,0.98,1843,17,0.007712,confidence:fb0c3391a8a4347d0f2f58b29c1bc138123bc8452c32e9d37bc090bc3f608df5
arc194_b,openai_gpt56_sol,0.99,800,17,0.00354,confidence:58a2c967803bdf818afd17a4c2060f047f7b0a4f03ba05e6af3321ba381244e2
arc186_d,openai_gpt56_sol,0.99,2237,17,0.009288,confidence:9b2728651eb093f6ef06139d61f4f9906aaae2362ff31fb761df2f007fe648b0
abc363_f,anthropic_sonnet5,0.2,1372,13,0.002874,confidence:2b45f065105cbd47f0545468fab36336233e34a7ce4ea4024a328927466952f9
arc194_d,openai_gpt56_sol,0.02,971,17,0.004224,confidence:4c0f299f6a2b4cab4d363a51a6f52d71d735fbe9c70e1553fb5a81b429c9f48d
arc192_d,openai_gpt56_sol,0.995,1392,17,0.005908,confidence:780fc65ea108aa15274e5a151731fbb42a0f9464cc5f8f83513d9e499dbf63f1
arc190_c,openai_gpt56_sol,0.01,2575,17,0.01064,confidence:daa84fc375114debba4a26d51e74013309467c3175bb136bfd33b38e9bd7f7e0
arc193_d,openai_gpt56_sol,0.08,1662,17,0.006988,confidence:64e65f37ec08fedde65c3d8c057ecf455996002c9136c13064bb18fc2ef2b46e
arc192_e,openai_gpt56_sol,0.01,1964,17,0.008196,confidence:4ae8e1b10faec5f3ad97256c8b5d2f3a8161a05e8ebb5e0f53f87b76da1e086e
arc193_b,openai_gpt56_sol,0.001,1520,17,0.00642,confidence:9c5bc231db003191a3a4491adb1747d3570eddd794b4ec6f593ee93b4fa666a4
arc193_a,openai_gpt56_sol,0.01,2340,17,0.0097,confidence:9310374f2ca972060000f9a120ab5bd1bbc6b5e5e6ace4a4a35382cef58f6d57
arc196_c,openai_gpt56_sol,0.01,952,17,0.004148,confidence:24a93f8315794ec8bad10980c4a047fe9fe6c121f5c36b4e1445217563828cbd
arc194_e,openai_gpt56_sol,0.03,1135,17,0.00488,confidence:1f672ab9769f29f98bde93fcb2d6272fa21fbb17d9aac85dff9d72f5a6f192d4
abc354_d,anthropic_sonnet5,0.0,1471,13,0.003072,confidence:5da0ae1ea2d7549f7be55312e6e95b697bf260980d50d661cf7a6d5bfe8071b5
abc364_f,anthropic_sonnet5,0.55,2430,13,0.00499,confidence:23163e8a67dc0baa652f2e7489ef110ce329a32b6717fcfe447504bb4715fd2b
arc195_b,openai_gpt56_sol,0.99,1080,17,0.00466,confidence:b09b62bbfed4818c4e9347dd2aa58ec5dce0e7b43f53f61ab771eaede88f4fd5
abc367_e,anthropic_sonnet5,0.85,1226,13,0.002582,confidence:846c11dba853a953dc239cc41caf3d14b9685d3cfa4f114cbef483ec04f81ab0
abc367_f,anthropic_sonnet5,0.6,1990,13,0.00411,confidence:ac2462bf02bc89c02206cdbf872493caf2a328f5fe609af763056424409de6ec
arc195_e,openai_gpt56_sol,0.01,1222,17,0.005228,confidence:fe2880fa2e023d0a0816b14118c63622dba81f520f28ead9d5bfa89c6589c890
arc195_c,openai_gpt56_sol,0.01,1778,17,0.007452,confidence:ab34acd8aa05f67f45554cce25bfd87357d4ade028bd2b8f2a6c82dbff1e5001
abc366_e,anthropic_sonnet5,0.03,2407,13,0.004944,confidence:edd8d65ee34bcbde497fb8d286cc022cdcd1a374a3d6bc235d97b39f1cea753f
abc361_f,anthropic_sonnet5,0.05,851,15,0.001852,confidence:c9dce20b138317aa55ffa0c41b54cdcaec16c8a3ed1b0cb878319af2f2c61ee1
arc196_b,openai_gpt56_sol,0.99,1711,17,0.007184,confidence:58baf3903f69c89243b06375791b20f26178973dad96a6d255515dd8b593d9f3
abc368_d,anthropic_sonnet5,0.85,1723,13,0.003576,confidence:5235bbe3cfaa43410ee3bde285279d5de00dcd070390ebf86b200ddc7d939589
abc366_f,anthropic_sonnet5,0.75,1544,13,0.003218,confidence:2d0af4681e440869d5a0766a8bde48970cf3fdbdb78a5cb7cdd151d15b620510
abc368_f,anthropic_sonnet5,0.9,1148,13,0.002426,confidence:e8b2714eb5c8541d01f58fece4a37d15f6584213cb5dc47b080fd61a7fdd6e13
abc364_e,anthropic_sonnet5,0.05,1517,16,0.003194,confidence:c4e51f6217abfd2703d98c1a9b5779f0822e812238cb52f3d85a8596fe9e3322
abc366_g,anthropic_sonnet5,0.15,3307,13,0.006744,confidence:761aca71e631863b60dff25425c38d7876dadfd6044f9e61f843d8487a754d6c
abc371_e,anthropic_sonnet5,0.95,932,13,0.001994,confidence:95d0a833498ae11d6842018e9b008e89029ba7f36f4a5ed19a8657ccc42f13b2
abc370_e,anthropic_sonnet5,0.93,1395,13,0.00292,confidence:a83ef7cff14d7722cb69c75d03bc1e7b60c11d3e8c4044ea2ee55f36b93a45c3
arc196_d,openai_gpt56_sol,0.01,2620,17,0.01082,confidence:47eb77f49a76bcb84913e7a6966fedf1b65c2c38b22fc2d4cf92aace16900970
abc369_e,anthropic_sonnet5,0.1,2975,13,0.00608,confidence:45e66e89279ccd4d005be3b30912027361003399cfce7c779d84e590f397a6fe
abc368_e,anthropic_sonnet5,0.6,2373,13,0.004876,confidence:8a93e261b9c551d53ac950383bd133483ad3a345e7aa6923368cd773e8d598f1
abc367_g,anthropic_sonnet5,0.02,1214,13,0.002558,confidence:56de9444e7d37232f35391e8d11ba5bdc8d2ae8ccb112c52659b791ec0e3773c
abc371_g,anthropic_sonnet5,0.6,1901,18,0.003982,confidence:e304ce38a0a84633d36a7004c788174803403b6726a09ad2080d04a815dcea94
abc372_e,anthropic_sonnet5,0.9,2100,13,0.00433,confidence:7bd1e77d6621fb843331ca67c8dbd4566d47911118194f7f26fe11977306ebc2
abc372_g,anthropic_sonnet5,0.05,1793,13,0.003716,confidence:5ea4414630cf23a020fd7c7ee58039374420a1de65034e4ada9f422c6e3ce717
abc372_f,anthropic_sonnet5,0.1,1996,16,0.004152,confidence:0dc4861d551a6aa6cf01b0b99ab41fc62e521874887732d65ac461d5f2578ece
abc373_g,anthropic_sonnet5,0.55,2440,13,0.00501,confidence:0827049ab3721db2d4ecbd607a11f6c1bf4636eafe3123e518abf5b763ec29cb
abc370_g,anthropic_sonnet5,0.02,686,13,0.001502,confidence:58021a1b093956ae221ccb2e5aab4d79f5c3db537eec5f0b55fe00c33246f871
abc374_f,anthropic_sonnet5,0.75,1604,13,0.003338,confidence:785b6efa06c7d10636afcd7b32705f3e4aa642ab41a0264d61fc3bf9ba0f739a
abc373_f,anthropic_sonnet5,0.1,1938,13,0.004006,confidence:65d1498fad12e75cff96f1e49707eb3426c0e9ff04f5f82ecb4fd70f8fbe7091
abc374_g,anthropic_sonnet5,0.85,1496,13,0.003122,confidence:9a1b9e3acec456cd6b551a3e67cc822b4b6f93748b42309a28c88a5657c58d3f
abc369_g,anthropic_sonnet5,0.02,1391,13,0.002912,confidence:6c2e395ed3ed0d27ae28f8afe2c9950eb3b29d6b4709fa4080146f255259a614
abc375_e,anthropic_sonnet5,0.85,1672,13,0.003474,confidence:671fe3e42dc79dcbd75c8d7b9fbd9c4c55fd6e33c5d26e201f03b358d0936fac
abc376_e,anthropic_sonnet5,0.85,1356,13,0.002842,confidence:f17ad16f3d1d6814a05a2519e626a6aa4f0289fce471bccf3cd90120dfc50a87
abc378_d,anthropic_sonnet5,0.9,1423,13,0.002976,confidence:ead80745e493b91bcf764d470cc7e349cd4681d90a2007e82d3651551824cafa
abc375_f,anthropic_sonnet5,0.75,2233,13,0.004596,confidence:d7b555fb2e5199c05b828f3be09e1be5fad09aaaaaef727022b3a846bb0b7314
abc370_f,anthropic_sonnet5,0.0,1226,13,0.002582,confidence:1b03c9558730828ffc55be746686876d2a43df1933678b5886ff1084b8d127ad
abc371_f,anthropic_sonnet5,0.02,1361,13,0.002852,confidence:25d3ad0f4fe7ace26f02d4669129d0a9b11ed5445ad02f83bba3102dfc798359
abc377_e,anthropic_sonnet5,0.9,1298,13,0.002726,confidence:25f20acfd6ab6b9af8d38cc211766015661ecbc19f326535ef987fea7c1ca7ae
abc377_f,anthropic_sonnet5,0.8,3100,13,0.00633,confidence:2eb7bbc60b87200c684cb2fdd6af70ddceabc33318e3398f78d9fae73eb75853
abc375_g,anthropic_sonnet5,0.6,2286,15,0.004722,confidence:491e37856fb12072bace301cd24c0121b4c6070e59cc257536762919107d1ffb
abc379_e,anthropic_sonnet5,0.05,821,16,0.001802,confidence:fa1fa3e7b4430fe283caa293830f2451b5586c71320788a49849e464613017dd
abc377_g,anthropic_sonnet5,0.65,1407,13,0.002944,confidence:29da153b28f21b692ae33d10dc520a4194709bc07301d004828d942df4900a35
abc378_e,anthropic_sonnet5,0.85,1362,13,0.002854,confidence:86f719e380c25cfd6bc91baa5faeaa36153ea3c2362b117fab39b1e51fad204e
abc381_d,anthropic_sonnet5,0.1,1228,18,0.002636,confidence:4b827c7e7944b9f242ce488ea19dc303e54585d51820671e2bf5b877a6144117
abc382_d,anthropic_sonnet5,0.95,1229,13,0.002588,confidence:364dedaa75d810879dcd68a0eaa246246bbc432487e1fb48000e9ed3f101a811
abc378_f,anthropic_sonnet5,0.6,1721,13,0.003572,confidence:ec0156e385e5460890f50adc3aeb60146b98fad11548bab02f7d6fe139d18661
abc379_f,anthropic_sonnet5,0.85,2631,13,0.005392,confidence:91365376fbedca5e6972b31fdec6c50a54a87334769e2c1cb2c291b42f428056
abc380_e,anthropic_sonnet5,0.03,2108,13,0.004346,confidence:f38b2909bd2cf78f9bcb4a3c57fd8eeece3db14bdaf7f20adaf9ad8a3b82cf1e
abc379_g,anthropic_sonnet5,0.85,1403,13,0.002936,confidence:4074c09b79c36af2e2cb95d65a9b4d8d41103e4076e8d0d5e484d0649e30f0a7
abc380_f,anthropic_sonnet5,0.72,2455,13,0.00504,confidence:32efe892f3aea1c788cf0e9455f7b41e4b25ac71c276888d13003ede08fbdf63
abc376_f,anthropic_sonnet5,0.05,3595,13,0.00732,confidence:d6a828a0d1ba0e33af6a9b4638b6b9adf286724ab11b35db0e5ca23b88a6a233
abc381_e,anthropic_sonnet5,0.15,1848,13,0.003826,confidence:e327110bf2430804b209f68c5b197e1b49b695d1c68064939e5c6653db6649c2
abc382_f,anthropic_sonnet5,0.85,3038,13,0.006206,confidence:24223a79a0310e8974ce953cdc2069f55444e05251f45c9beaf00cd163c7990b
abc383_e,anthropic_sonnet5,0.85,2224,13,0.004578,confidence:892f95066b2058adc2808a7abc3418151510ae1ba5e0d948010cb77ee4fcdd96
abc376_g,anthropic_sonnet5,0.02,1201,13,0.002532,confidence:6719b73b9d3a1469cfed2a35243d816ed8fc8d1e4b6f02cc2b574c5c95139a0d
abc384_e,anthropic_sonnet5,0.03,2004,13,0.004138,confidence:7c9b5e8cf6a0de45d03cb46ec302c454564d5300ff3b868594e4c19ccd9a9358
abc378_g,anthropic_sonnet5,0.02,868,13,0.001866,confidence:a57b9fc13792be5c5fa4080da362ccaf5f9c5a21099f2b4fc467063e45db16c3
abc385_e,anthropic_sonnet5,0.85,1398,13,0.002926,confidence:56aaee6ba6a99d45bb1fddf4dff47be3a662142e060c65ad0d92d4ee53aa7615
abc380_g,anthropic_sonnet5,0.02,1126,13,0.002382,confidence:5ffe7230f35b216b2527d06817cc02175eac42098e6650b9a687439643ea1df4
abc385_d,anthropic_sonnet5,0.75,2238,13,0.004606,confidence:6b6116187f8014214c23375a6273f159f5cb8c2b487726ff67d32833fb2c329f
abc388_e,anthropic_sonnet5,0.95,1103,13,0.002336,confidence:0f4bf374c376253a750901b9a5e082bd74bbc9295ffbfbcf03d20eec6f6af179
abc385_f,anthropic_sonnet5,0.3,1363,13,0.002856,confidence:a3db1fa0d9586a21f1721fc40c35215e56545d5f437ddeb8ffafc82ef4ccf72f
abc386_e,anthropic_sonnet5,0.6,1466,13,0.003062,confidence:26a87086fbb2ef7e78e9663b367e823cd59f7f928ebe1f0346679eb8a5926627
abc382_g,anthropic_sonnet5,0.02,1124,13,0.002378,confidence:2349680a539f3b426457b63c392d3f0ed72a3805100173fbe2fb874f430954d1
abc384_f,anthropic_sonnet5,0.03,2797,13,0.005724,confidence:6f22e448497ab8e3e5cbaa29a3346594dc4c547247ead92564de4077696cb1be
abc386_f,anthropic_sonnet5,0.65,1455,13,0.00304,confidence:547f24440b8337b2d29bbf0f9dea3fd4dd11d861b01e3edb86b2e263abca0dc6
abc386_d,anthropic_sonnet5,0.05,1700,16,0.00356,confidence:de8f740939f24ad80abe76d66030fda02936907b9ce428eacfb6c6badb4a26bb
abc389_e,anthropic_sonnet5,0.5,1097,23,0.002424,confidence:300e28fceb7e62de9407d79043b32e0db8c5fd0a41ba0a25821e1cca780f4314
abc389_f,anthropic_sonnet5,0.02,2338,20,0.004876,confidence:84c05cd2f611eaa81bb0547e86b811ac1fe27cc8a8d81c99c99a1305d8231b92
abc387_f,anthropic_sonnet5,0.75,2102,13,0.004334,confidence:04e08a6ead9abe1de38057d8f72b7aecd5557ab09e99c485d249d769c01746f6
abc388_f,anthropic_sonnet5,0.8,1560,13,0.00325,confidence:b67cfeaec0427eba5ea6c5d19a2c175c69c41523c308b58c7abbba3e7f9193ed
abc384_g,anthropic_sonnet5,0.02,1058,13,0.002246,confidence:b406d9fbd0400e7d0bce1cfd38467f8d2d92a33e8551a1be03fed089e693cf46
abc388_g,anthropic_sonnet5,0.03,1774,13,0.003678,confidence:0ca634b3ad2da7c3c6aadcde4b67678d31e9a0340cb13ef975b20d725546c4f1
abc390_e,anthropic_sonnet5,0.9,1845,13,0.00382,confidence:2eb31e9561d73f47cdf4e8b9a9b274a312f5537bb90eeb27ba4c0bb3410ed7f3
abc391_e,anthropic_sonnet5,0.9,1718,13,0.003566,confidence:947d8317d5a9d74020140235f5a2f9f367569a4b21cebf28853ac8c731072c1d
abc393_d,anthropic_sonnet5,0.9,1025,13,0.00218,confidence:9bc296ba45d7b4d27882f5ec35ebb0ef8fb4a5692dbed57c2ea8c5306c09b909
abc391_f,anthropic_sonnet5,0.02,2066,13,0.004262,confidence:66a4208147f0fc188c1e54a61e72a0e7c3471cc51a31323648a5bf1d8369572f
abc393_e,anthropic_sonnet5,0.05,1329,13,0.002788,confidence:224338aa8206126893bf5747920c7d20bce5485f8e037f8ffafc347c933194a4
abc392_f,anthropic_sonnet5,0.9,1225,13,0.00258,confidence:5ff93126c788453d5d98409f76f84241d077b89e1d90872888fce90bb409365d
abc392_g,anthropic_sonnet5,0.15,1033,13,0.002196,confidence:e61a60168b897f9724f926ee096f882fa7ef3328aad85ff886b456ba999f87c2
abc393_f,anthropic_sonnet5,0.05,1798,13,0.003726,confidence:4280a48c62a410c77700a7044726d513555e06fa6f4e71c9778e13191c5cb4f8
abc394_e,anthropic_sonnet5,0.75,2032,13,0.004194,confidence:2d5a53c14f7fb90e6ff5b77616cb060d14f334730de63cbf8d424629efba1ffb
abc389_g,anthropic_sonnet5,0.02,970,13,0.00207,confidence:82ed91a3c8a79e136eaccd5a11f39e4399cddf666fa44b64e7165c590f2a9683
abc390_g,anthropic_sonnet5,0.0,4923,13,0.009976,confidence:a8f85e2f377036183ede3800f9e4322a7d18fece9988c1c9160216483e3138dd
abc390_f,anthropic_sonnet5,0.02,1029,13,0.002188,confidence:c183cf430faba68486795bafe69d76bbbb8232540cec02d5a618a54a1b6734c3
abc395_e,anthropic_sonnet5,0.65,1878,13,0.003886,confidence:56c2db643eadad8ee00f5fb3a851f05eba952a6d62b1b6f193c47fbbd002eeca
abc396_g,anthropic_sonnet5,0.85,1468,13,0.003066,confidence:2b24991637684302573af002bc00afd6fabcb527227b69dd59910ebe6e623a2a
abc396_e,anthropic_sonnet5,0.6,2010,13,0.00415,confidence:cb340318cc42120fff1ca66f5ed5c090ba157db057e4e53fb8e19b2b79702176
abc397_d,anthropic_sonnet5,0.65,986,13,0.002102,confidence:8bd329ec01f5b58b68c116c6ae19644cef2217d39422aef7884a13c191503f65
abc396_f,anthropic_sonnet5,0.9,2705,13,0.00554,confidence:827b0229db77087bfacfe55930db6a6b2a0509df46547c977e8378d04a87bb33
abc394_f,anthropic_sonnet5,0.02,965,13,0.00206,confidence:beef06df9b35345bc998ddc4d86947243a59e1c72675ee3b2ade19c906ab40e8
abc398_f,anthropic_sonnet5,0.9,817,13,0.001764,confidence:e8ff601c0c607d32dd8a9343da0bb157f113c1e184ceca1c34d554488cef3426
abc398_d,anthropic_sonnet5,0.03,1609,13,0.003348,confidence:ce3867a04a98b01d69cf50fa76c2644e0602922b7bd007e6a9cc811e8852d940
abc397_f,anthropic_sonnet5,0.8,2223,13,0.004576,confidence:8a5aa7102bea6f4f4a2cd1f046e56c77f7b70f1cb75f0feb0795c0b4bf5b72cf
abc399_e,anthropic_sonnet5,0.2,1707,13,0.003544,confidence:337480e6a31b66bc7a95bb7cd30e3c4a2a0d0e2511f2549f044d07623b71ddff
abc395_f,anthropic_sonnet5,0.02,1192,13,0.002514,confidence:8eddb1c79ff84c567c50e6d876444039a1cc0e7c3c98f93aef2de8d568658762
abc394_g,anthropic_sonnet5,0.02,2052,13,0.004234,confidence:aae5cd5706bcf617e0d9795e3977658a9d8cf9be8d58abd67f56a1ee82e89e11
abc399_f,anthropic_sonnet5,0.9,1411,13,0.002952,confidence:cb1743ac31ba66e7d2f22c57d9b1cb63db8172a2ef5b8a47b05d008c1a4a209e
abc398_g,anthropic_sonnet5,0.15,1895,13,0.00392,confidence:bb84c91eec2a8485fde46ff6e0cdf49b2806ef137a6b0329301f1d6eb0a9cf34
abc397_e,anthropic_sonnet5,0.15,1543,18,0.003266,confidence:c2d3150a181cc949d6f3e450addbe4fcd95a7e3a51ab7d4d2c91a6f7a1090de7
abc397_g,anthropic_sonnet5,0.15,1846,13,0.003822,confidence:06aec8eb56a59210b055f48cac3f6f1da4b1bed2d95795815b8166939f54b782
abc400_e,anthropic_sonnet5,0.03,1364,16,0.002888,confidence:559019ba20b450057d3b485fbafa4f7777ded961c4bdd9b31a40b3d2c6861789
arc181_c,anthropic_sonnet5,0.03,1756,13,0.003642,confidence:bd23ba20a5c3cfe8cbc15127fc1a3f8947d17f0437dff525ee5efeeb88c12ec3
abc400_g,anthropic_sonnet5,0.03,1849,13,0.003828,confidence:56be9c76f1d40446ab174a2d81ec2062c80816394ffe70c0ae2d2ba168dd6844
arc181_d,anthropic_sonnet5,0.03,1763,16,0.003686,confidence:140d697ae36609b9f81fa4beac0997155bf830b5e5a3470b060ef2faaf05b518
arc183_b,anthropic_sonnet5,0.03,1659,13,0.003448,confidence:dffa60a2ce5cd6a0b370f3a895f668c0da1fc00a6118d24f1d70d23496365603
arc182_c,anthropic_sonnet5,0.85,2953,13,0.006036,confidence:c79b09dae8ffee142a8c96fda51a753cb037a037eae6097daee0a3ba5bbc2e0f
arc181_b,anthropic_sonnet5,0.02,1086,13,0.002302,confidence:fae7abd5dfa8cfd5b0fc1ed698d0657d93fd273e955724fa4317a6f4999a038b
arc182_e,anthropic_sonnet5,0.02,1119,13,0.002368,confidence:5c6ac13ffb8cd1ecbda64a073e1222d06d1ab37c6c5eed45cb46d60c2f718b2a
arc185_b,anthropic_sonnet5,0.85,1202,13,0.002534,confidence:cc43eb06e1d3d3aa6e89dfd531b8cea85cb2877c80c7131feb8d194cc29e488b
arc183_c,anthropic_sonnet5,0.02,890,13,0.00191,confidence:7f4fb1fb8c5eb22beb4365cf46e6f089c3a8ac04652df2480d913a2191611252
arc182_a,anthropic_sonnet5,0.02,1653,13,0.003436,confidence:76740f794aaf2732eec1812d30a17f5c01388f2a7cc724b1db56099ff2f44051
arc182_d,anthropic_sonnet5,0.02,1288,13,0.002706,confidence:a843ffcda54874484c6549153478af4a59762b49d49b168959bd5d3a10e78bb1
arc183_d,anthropic_sonnet5,0.02,1419,13,0.002968,confidence:77c5e12777c72e631cf649d4180f823887fac4c66b5282ea2edb553a838c5735
arc184_e,anthropic_sonnet5,0.02,1062,13,0.002254,confidence:bf8f61ab82fe8f4a71bdbc46521800a5bd91e2a908a6ed85880f84fc8cdc3fd1
arc184_c,anthropic_sonnet5,0.02,1005,13,0.00214,confidence:4b710a790fc7f3140f0f9f11e5294c7f010f28b1e6243fdeeefc4eb8f51bbb0a
arc184_d,anthropic_sonnet5,0.02,793,13,0.001716,confidence:160259b6cac4fa932eeef872620f37fce19593542a8bbbcf40f0b88774eddf43
arc185_e,anthropic_sonnet5,0.02,5163,13,0.010456,confidence:f77f75282b843506111c02f3c5f9fb4a45acdc0faa60542fdf498a583c91ca1b
arc186_b,anthropic_sonnet5,0.85,1197,13,0.002524,confidence:8800c2ecc90994cf90507b20a392afd962fcec38fcd56467d2a6976bc0b163e1
arc185_d,anthropic_sonnet5,0.02,1193,13,0.002516,confidence:30926ad994e397f416711b335d71b4a8573c9bdc73251cde89e3430299caf105
