question_id,model_alias,model_endpoint,frozen_answer,stage1_correct,q1,q2,q2_minus_q1,hidden_verify_fraction,hidden_verify_count,n_hidden_cells,parse_status,raw_response,returned_model_id,input_tokens,output_tokens,estimated_cost_usd,prompt_hash,request_key,endpoint,inference_settings,timestamp
mmlu_pro:test:6524,openai_gpt56_sol,gpt-5.6-sol,F,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,172,17,0.001028,c41917c6ad9c2a35ce67f647f23aaab7347e7a395802b2c8a87c7f8486783c24,confidence:a983ab0e2e05df67ce0e388c70b93704c81a55feca9a6ef5571c1f5f876bc109,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:10.187067+00:00
mmlu_pro:test:6524,anthropic_sonnet5,claude-sonnet-5,F,True,0.85,0.85,0.0,0.0,0,8,success,"{""probability_correct"":0.85}",claude-sonnet-5,415,13,0.00096,c41917c6ad9c2a35ce67f647f23aaab7347e7a395802b2c8a87c7f8486783c24,confidence:d2e07993839337bdd6d582e5ffe1ad5ec60d3f77d1ab4257c45ea9e7e4b6bf14,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:10.359430+00:00
mmlu_pro:test:6542,openai_gpt56_sol,gpt-5.6-sol,F,True,0.98,0.94,-0.040000000000000036,0.0,0,8,success,"{""probability_correct"":0.94}",gpt-5.6-sol,309,17,0.001576,2e4b8df193436a6529ee5ca010698ad893e9aa31765b8d93854fd49e2c591409,confidence:4246d39ef3c3af6cc48d88b8d72b55b5b811bf8bb11a07edd8252e92bb95dc79,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:10.716515+00:00
mmlu_pro:test:6542,anthropic_sonnet5,claude-sonnet-5,F,True,0.85,0.9,0.050000000000000044,0.0,0,8,success,"{""probability_correct"":0.9}",claude-sonnet-5,662,13,0.001454,2e4b8df193436a6529ee5ca010698ad893e9aa31765b8d93854fd49e2c591409,confidence:59526aec7ad05032e5bf731ddc0dd9a03b63660cb3136b30682301335d185ce8,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:11.460780+00:00
mmlu_pro:test:6549,openai_gpt56_sol,gpt-5.6-sol,H,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,269,17,0.001416,c3412df98d0ec74fa4174d81db7f1fbe259655a8cfcc521fa21f3d437e0b9c95,confidence:499c06aff5c7caf383b10368b12a45e95c472b9bf2371bd24be29c841fdeeb94,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:16.753958+00:00
mmlu_pro:test:6549,anthropic_sonnet5,claude-sonnet-5,H,True,0.95,0.95,0.0,0.0,0,8,success,"{""probability_correct"":0.95}",claude-sonnet-5,562,13,0.001254,c3412df98d0ec74fa4174d81db7f1fbe259655a8cfcc521fa21f3d437e0b9c95,confidence:6df8f534df25c76ad4efc960724d59b2eba9864b79cc2350c2833967d15a3681,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:11.633977+00:00
mmlu_pro:test:6557,openai_gpt56_sol,gpt-5.6-sol,D,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,281,17,0.001464,a0e433a108fea3d776a35f8c1660945f4c94236aaa821e5c386c53cf178b2d56,confidence:bc59bfa760e2d7347365ede0a8eb8652b304cee26189dbd2d829394e5960335e,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:12.469067+00:00
mmlu_pro:test:6557,anthropic_sonnet5,claude-sonnet-5,D,True,0.95,0.97,0.020000000000000018,0.0,0,8,success,"{""probability_correct"":0.97}",claude-sonnet-5,589,13,0.001308,a0e433a108fea3d776a35f8c1660945f4c94236aaa821e5c386c53cf178b2d56,confidence:b6554a0487462140bdd9b9ea99b979afccbfb062593e2c042f88ba0392ce759c,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:12.687692+00:00
mmlu_pro:test:6568,openai_gpt56_sol,gpt-5.6-sol,F,True,0.92,0.93,0.010000000000000009,0.25,2,8,success,"{""probability_correct"":0.93}",gpt-5.6-sol,324,17,0.001636,f12a28c223887535786e857e5372782039617c80e9ffcd870770fe9dcb92c5bf,confidence:a53da56c502243a949fcfb59081614e1b5cc8c0f576def819c945bcdca77db5e,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:14.363537+00:00
mmlu_pro:test:6568,anthropic_sonnet5,claude-sonnet-5,F,True,0.6,0.5,-0.09999999999999998,1.0,8,8,success,"{""probability_correct"":0.5}",claude-sonnet-5,690,13,0.00151,f12a28c223887535786e857e5372782039617c80e9ffcd870770fe9dcb92c5bf,confidence:7302969529ad834f96ff55802e42202ba16e6379b66ecf712efcb7829cb73aa2,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:13.519808+00:00
mmlu_pro:test:6591,openai_gpt56_sol,gpt-5.6-sol,E,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,226,17,0.001244,80666570c34107eccf872ff6dfd2bc8d0080850c735301522bb98fbcf9d6741b,confidence:1bb4c73781525048aa841528467f38facc02d5057476403e16ab11bbeafbd2ba,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:14.030000+00:00
mmlu_pro:test:6591,anthropic_sonnet5,claude-sonnet-5,E,True,0.95,0.95,0.0,0.0,0,8,success,"{""probability_correct"":0.95}",claude-sonnet-5,513,13,0.001156,80666570c34107eccf872ff6dfd2bc8d0080850c735301522bb98fbcf9d6741b,confidence:4fb99bfc325db503259f6cf8625fa2253497fea9eac3fff617a09da260de3ac5,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:14.699509+00:00
mmlu_pro:test:6596,openai_gpt56_sol,gpt-5.6-sol,B,False,0.88,0.78,-0.09999999999999998,1.0,8,8,success,"{""probability_correct"":0.78}",gpt-5.6-sol,186,17,0.001084,601f69a2acd4886d42bf54db1a28fd5b707c84d39f4736f2c290c95fcfb9b3c7,confidence:eaf35bab5981aec92b778dd520fcf7fa8498370dc4869cffa97357cad338898e,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:15.489610+00:00
mmlu_pro:test:6596,anthropic_sonnet5,claude-sonnet-5,D,True,0.5,0.5,0.0,1.0,8,8,success,"{""probability_correct"":0.5}",claude-sonnet-5,435,13,0.001,2caa21427199e69653f0f1b92bfb0c44c3f574f096872829cd14b45795fbfefc,confidence:4578ef1a0b9d760e4432d73e6cb3b87a523911d588aeac9ba129a26fd0614db6,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:15.459045+00:00
mmlu_pro:test:6622,openai_gpt56_sol,gpt-5.6-sol,J,True,0.98,0.99,0.010000000000000009,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,178,17,0.001052,ecff53a6732c2595b6e394acc165c82977f97aa84eba81e5566d9b8878796d2a,confidence:2f54308a188b3a7108b3a604a130042f6b84902291c8bc9d0bdf45b69955e9fb,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:16.352052+00:00
mmlu_pro:test:6622,anthropic_sonnet5,claude-sonnet-5,J,True,0.75,0.7,-0.050000000000000044,1.0,8,8,success,"{""probability_correct"":0.7}",claude-sonnet-5,430,13,0.00099,ecff53a6732c2595b6e394acc165c82977f97aa84eba81e5566d9b8878796d2a,confidence:fe3e52d3f64be94b7a78abfc546ce36b4e36d8c782a3a9d33ced6dea98d62899,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:16.644812+00:00
mmlu_pro:test:6624,openai_gpt56_sol,gpt-5.6-sol,C,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,236,17,0.001284,2c9a23d5656fbd312063164bfb286c21bbde9947f62ee34c7619cf7bc34bcb3e,confidence:37a212bcd388cbdd11ec63a68579b3843e98de3ae5f61bc1f8bf4c6772038247,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:17.230131+00:00
mmlu_pro:test:6624,anthropic_sonnet5,claude-sonnet-5,C,True,0.85,0.85,0.0,0.0,0,8,success,"{""probability_correct"":0.85}",claude-sonnet-5,530,13,0.00119,2c9a23d5656fbd312063164bfb286c21bbde9947f62ee34c7619cf7bc34bcb3e,confidence:b6826708fe423c72734756b2d7fcfcaf0fd3efeb70bfc17dc09aba7333230c99,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:17.667215+00:00
mmlu_pro:test:6637,openai_gpt56_sol,gpt-5.6-sol,C,True,0.98,0.98,0.0,0.0,0,8,success,"{""probability_correct"":0.98}",gpt-5.6-sol,244,17,0.001316,3fe47e6d283f48ad485538a4a9cec40e1d2baf99ea50b250d41271b82340640d,confidence:6fa7f2db08856bb7a3c568bdc113fbb2d7a14f70a90163279f1fff34b381dd01,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:17.891629+00:00
mmlu_pro:test:6637,anthropic_sonnet5,claude-sonnet-5,C,True,0.8,0.75,-0.050000000000000044,0.625,5,8,success,"{""probability_correct"":0.75}",claude-sonnet-5,594,13,0.001318,3fe47e6d283f48ad485538a4a9cec40e1d2baf99ea50b250d41271b82340640d,confidence:630444618f28c46fbce3f7d26373118340ec69ebb7699d56947ef1171010b20c,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:18.016307+00:00
mmlu_pro:test:6654,openai_gpt56_sol,gpt-5.6-sol,B,False,0.66,0.83,0.16999999999999993,1.0,8,8,success,"{""probability_correct"":0.83}",gpt-5.6-sol,187,17,0.001088,0d981991f0da5ea039200d5a3d12bcc54bf20c659566dbfc9e197fdf2b0298c8,confidence:82b0999bc3957183de158d366f2d383009226b9fd9dda2b7c41a4481098c4fee,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:19.233364+00:00
mmlu_pro:test:6654,anthropic_sonnet5,claude-sonnet-5,B,False,0.6,0.5,-0.09999999999999998,0.125,1,8,success,"{""probability_correct"":0.5}",claude-sonnet-5,443,13,0.001016,0d981991f0da5ea039200d5a3d12bcc54bf20c659566dbfc9e197fdf2b0298c8,confidence:9841b964c2b88e16d2fec8c574cf05b3b442c41f9cb88e6f8b29e5c4337f944b,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:18.721325+00:00
mmlu_pro:test:6662,openai_gpt56_sol,gpt-5.6-sol,J,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,241,17,0.001304,e156c61ee1452397878e3ccd01182d2c4d1dc431df78bc2094ec0be799fd1edb,confidence:b682ab8ce2f33a609239d5df7fa849db3f4f1b3dabdeda8d8db59a493c515412,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:19.221435+00:00
mmlu_pro:test:6662,anthropic_sonnet5,claude-sonnet-5,J,True,0.9,0.92,0.020000000000000018,0.0,0,8,success,"{""probability_correct"":0.92}",claude-sonnet-5,487,13,0.001104,e156c61ee1452397878e3ccd01182d2c4d1dc431df78bc2094ec0be799fd1edb,confidence:403587d058b39ce235dd1e3a79a033cfdff5b03b94c442b9a0b69a11f271b746,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:19.035402+00:00
mmlu_pro:test:6679,openai_gpt56_sol,gpt-5.6-sol,J,True,0.97,0.98,0.010000000000000009,0.0,0,8,success,"{""probability_correct"":0.98}",gpt-5.6-sol,338,17,0.001692,12e3de8e00e1512bf70d19d9539caf75fdb45cc986a28a0dfd16895a2a7821a2,confidence:27179559923949f92b1c4f76c3965afec27ceb0c84f25e396f60b7f88e8e0e73,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:20.696244+00:00
mmlu_pro:test:6679,anthropic_sonnet5,claude-sonnet-5,J,True,0.55,0.6,0.04999999999999993,0.5,4,8,success,"{""probability_correct"":0.6}",claude-sonnet-5,693,13,0.001516,12e3de8e00e1512bf70d19d9539caf75fdb45cc986a28a0dfd16895a2a7821a2,confidence:331eff504bcf58c0420eec3d0ad5fb4f8206d2c189fe9fd7698c38b5f4569c2f,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:20.286892+00:00
mmlu_pro:test:6680,openai_gpt56_sol,gpt-5.6-sol,I,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,332,17,0.001668,406dfcc218bfa90d3ade4aeb80a4e22c0029c0045942c7595f0b27307a5e115f,confidence:f97d904c04706f68eaedc4ea4b21c29836a1ddede3ad588da29ba0e9af06d70c,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:22.377849+00:00
mmlu_pro:test:6680,anthropic_sonnet5,claude-sonnet-5,I,True,0.92,0.92,0.0,0.0,0,8,success,"{""probability_correct"":0.92}",claude-sonnet-5,683,13,0.001496,406dfcc218bfa90d3ade4aeb80a4e22c0029c0045942c7595f0b27307a5e115f,confidence:31003d64870aa20b0552c80eef915b13992b69e5e5b33900f5810a6ee39985cd,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:22.551114+00:00
mmlu_pro:test:6790,openai_gpt56_sol,gpt-5.6-sol,A,True,0.9,0.9,0.0,0.125,1,8,success,"{""probability_correct"":0.9}",gpt-5.6-sol,379,17,0.001856,8ee32151782f451a6518401ce1d53917dbf02c4915bddcadc48aed5c56b581ea,confidence:54a7217844f90d2bf238b25c7f807601bac3c7a6d34217f96727c6966c30b7c3,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:23.780397+00:00
mmlu_pro:test:6790,anthropic_sonnet5,claude-sonnet-5,A,True,0.55,0.5,-0.050000000000000044,1.0,8,8,success,"{""probability_correct"":0.5}",claude-sonnet-5,763,13,0.001656,8ee32151782f451a6518401ce1d53917dbf02c4915bddcadc48aed5c56b581ea,confidence:6e8b652ddd6d4259a5b64292a9560e1abb4cc9cc892ae43c1235e0d1350eab07,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:21.875941+00:00
mmlu_pro:test:6824,openai_gpt56_sol,gpt-5.6-sol,D,False,0.93,0.97,0.039999999999999925,0.125,1,8,success,"{""probability_correct"":0.97}",gpt-5.6-sol,251,17,0.001344,09d53d1cb658019f437d17586784d1fbd6b96b93c1347e09ccbee34522d44f4a,confidence:775433ea74027e911ec8b632a879d3fc92c83d7d53352b0fb2f0b2a26fe59a1a,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:23.416460+00:00
mmlu_pro:test:6824,anthropic_sonnet5,claude-sonnet-5,H,True,0.6,0.6,0.0,1.0,8,8,success,"{""probability_correct"":0.6}",claude-sonnet-5,530,13,0.00119,7620517fdda046e5a179f540e92b25a9d5ce8e5af8e6160c6e5f503501b59623,confidence:f40cf96b74342d54032e1280d9510630b53e87f56e8b5603f104d3b13e3aec22,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:23.598344+00:00
mmlu_pro:test:6856,openai_gpt56_sol,gpt-5.6-sol,G,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,210,17,0.00118,a1022941d47152ee98d58cd73f3be6156124bd7ea98d5c8ce774aaf8814d645c,confidence:39656a1f5270ffe00156696f32c5b7fa294c2110970d53456f140d039ff81362,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:23.603724+00:00
mmlu_pro:test:6856,anthropic_sonnet5,claude-sonnet-5,G,True,0.97,0.97,0.0,0.0,0,8,success,"{""probability_correct"":0.97}",claude-sonnet-5,485,13,0.0011,a1022941d47152ee98d58cd73f3be6156124bd7ea98d5c8ce774aaf8814d645c,confidence:80fb4a9c22975a0b0bcb6aaad2518edaeabee215bda4c3bfb750f4226faf50e7,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:25.206630+00:00
mmlu_pro:test:6880,openai_gpt56_sol,gpt-5.6-sol,D,True,0.99,0.99,0.0,0.375,3,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,272,17,0.001428,54c0217dd160866349aebcbbccaaa3765c3ed5f14c6e3c7590b69b9f6d7f25d1,confidence:faaec1240d529a294af2eb5d34be86996da52f1a1fe85feeaeb19d5675ad2f89,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:25.006889+00:00
mmlu_pro:test:6880,anthropic_sonnet5,claude-sonnet-5,C,False,0.72,0.75,0.030000000000000027,1.0,8,8,success,"{""probability_correct"":0.75}",claude-sonnet-5,553,13,0.001236,64137b34d1ead8ab1fc18bfa97ad37dcc328d2034ec97aa08295e08f57808534,confidence:7873afd91061789b159bc99c3329d5c2c346b64200520e926a599db58db146ea,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:25.355069+00:00
mmlu_pro:test:6889,openai_gpt56_sol,gpt-5.6-sol,H,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,292,17,0.001508,e3329b6ec39e06356167d5efc91c30893f482682385777def724ef96005c6a62,confidence:5ed363922e45e8d4b6ef601b2b72b4287dd87d601d2c6e3dfed59a8027d953b5,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:26.562107+00:00
mmlu_pro:test:6889,anthropic_sonnet5,claude-sonnet-5,H,True,0.97,0.97,0.0,0.0,0,8,success,"{""probability_correct"":0.97}",claude-sonnet-5,670,13,0.00147,e3329b6ec39e06356167d5efc91c30893f482682385777def724ef96005c6a62,confidence:78c127e6b07f5893dbe2885b6b2dbaca81cd9aeb834ef2db80c410ec9f8fbaca,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:26.361462+00:00
mmlu_pro:test:6893,openai_gpt56_sol,gpt-5.6-sol,C,True,0.92,0.97,0.04999999999999993,0.125,1,8,success,"{""probability_correct"":0.97}",gpt-5.6-sol,186,17,0.001084,b497c8cb43da49124bf62ff77861f00691f5f48009546aedf18fc4b44895d944,confidence:494dfacf5e408da1116f411dec2a77d921396bca2493874efb8d45b7e9deef18,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:28.013013+00:00
mmlu_pro:test:6893,anthropic_sonnet5,claude-sonnet-5,C,True,0.72,0.72,0.0,0.125,1,8,success,"{""probability_correct"":0.72}",claude-sonnet-5,447,13,0.001024,b497c8cb43da49124bf62ff77861f00691f5f48009546aedf18fc4b44895d944,confidence:9b2c0549ae51df5111cf0693ba6cff262f4649565647af81144168f1cfb4fa3c,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:26.988437+00:00
mmlu_pro:test:6903,openai_gpt56_sol,gpt-5.6-sol,D,True,0.97,0.97,0.0,0.0,0,8,success,"{""probability_correct"":0.97}",gpt-5.6-sol,197,17,0.001128,775f6259161188794fd007ac6ec0f33710cdf98f13164222f043fd298d8480c0,confidence:8b52d73685c0cd486eb25f9d23f9844370899ab1e208fb6e0788da74cbba1cd4,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:27.511008+00:00
mmlu_pro:test:6903,anthropic_sonnet5,claude-sonnet-5,D,True,0.92,0.9,-0.020000000000000018,0.0,0,8,success,"{""probability_correct"":0.9}",claude-sonnet-5,454,13,0.001038,775f6259161188794fd007ac6ec0f33710cdf98f13164222f043fd298d8480c0,confidence:5383e274cb168457301a737a9b29486231aed52fe4e57c04fb509f2272b0c0fc,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:28.221312+00:00
mmlu_pro:test:6917,openai_gpt56_sol,gpt-5.6-sol,J,True,0.78,0.92,0.14,0.5,4,8,success,"{""probability_correct"":0.92}",gpt-5.6-sol,232,17,0.001268,2040b5391bd2cc7fe99a28b209884ac6133f0d3c65ddcdcdd273be9fe7b7ea99,confidence:b594f65ba6435ab4815294149689ad53ed4c9607b5f2c95577fd538a0b82932e,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T03:00:28.929197+00:00
mmlu_pro:test:6917,anthropic_sonnet5,claude-sonnet-5,J,True,0.85,0.85,0.0,0.0,0,8,success,"{""probability_correct"":0.85}",claude-sonnet-5,521,13,0.001172,2040b5391bd2cc7fe99a28b209884ac6133f0d3c65ddcdcdd273be9fe7b7ea99,confidence:ab8994591121b36360c44dd8e470c3e079774f1b41fde26fd98ad0844b179e99,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T03:00:29.262488+00:00
