source,question_id,model_alias,model_endpoint,family,score_condition,displayed_confidence,request_key,prompt_hash,prompt_version
lane_b,mmlu_pro:test:2849,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:a040f94fb0af48f2c5743673343122cb1e181374e5de8a40b0b96991ce6be3ee,339f66dd63ca27a5b6fce4eb92e9a6970c3c51954368fc632eb9e315a0312551,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:4770f5707653db2d3fb91d65698e96c8532aecbfb55e945355daac458f03f55f,080ec6de58147a3ced0b33eefd92ca101a5bb7356f8c7885ad1c09ce1115df48,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:304be4be31066a3d49074343ba7046e9557b31fedd378ee4ed5efdb0a956f420,49a7a3c16b1e5bf3103334995ff5d3fb0a7d934ca3ec0c9ded1fcb5187b41d39,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:96f2089e05f685a331d6d565b06e6422a1ec13e025090c78ebc0967e74e559ba,978fc7020c4617b4fff5b30ec68dbfb5f64b881fff30b50ecbd2007f9637567a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:6ea8066f0112aaca835b74a74e8f53404e84bd24254c5c1385dadf2babe20de4,bd4efae791ba70dcc8d029689a469a258adc8cbd4fe16e06617232f958f16f53,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:e1b7d8df146ed5c597900d63312fd1082a641dd82d61555fbc9b501e9e5052c5,23604ce14ba5bc25a3ec962cc57ad687625a5d58ee3ee774caf9d9a37ae17040,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:20ee0b7267056ac630941e72d9bb871aa984bf405ee46daa99b911738c4ccb13,74ce47b5f83136438c1d1609d376f1160f1a45b2f41666cee2ff0a4d4d11ba15,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:a00d830d36cef98c498a1d7a364a3b0ee08c4e66a44099f60ccc75c820369326,c7dec5adab7902d7a78a6c9f6b022900ff524a6ebe190d6b0ad7c02d0b79bfc1,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:a39f2689b9dd87732f0b0fe3e03cabd9435137755c498866ce6d0469d10519f9,79fc10bbdcaa905e28db0709cc4ca1ca1573b933166af12bf6296cd2f901025c,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:4afd60bfa35eb6b479ce44844553a646f37b4e1b87236d617b2c8075c087e60b,fdb512ae5e70be24455db0f093a22de7adb949214b3c49316e7ae0961c437abc,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:65049480acd360a33e58cb087434888cbc425012553d0c9a4ab3447645882066,7ede8358707d09ffe1a84e713920579cb2213625806c0a25bc95d98663ef0200,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:c1f6ecea6030281f6508506dce4e542d39fea0cfd9fab44e16da50ef3be0d51c,e16920cba7ffbf1cedb6895ac6206b407702b6059633d17c905058d80ae16044,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:0a6eb9b02d64f898e4686fcead62cd43c8e30ddc348a0420eb3a2273c581a2fa,fe6ee7944cc9986fbd22aec29fdf6aee892286fb0c9c813227a05a7d2899f600,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:53639c232cbb13f69f582507f13ffc91a10f548160ade61ef4a120a98e7233ba,23604ce14ba5bc25a3ec962cc57ad687625a5d58ee3ee774caf9d9a37ae17040,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:b7aea208d31fb5cbbdf1315ec106cc3d2d4c39959dc17912831b6f3c4300d1b7,74ce47b5f83136438c1d1609d376f1160f1a45b2f41666cee2ff0a4d4d11ba15,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:6fca6fbdcaded5e87589d8db7771fa987684a3376af80d44569ffe8a151607fb,c7dec5adab7902d7a78a6c9f6b022900ff524a6ebe190d6b0ad7c02d0b79bfc1,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:3d86baa18e19c459a7e7a894357d8423f39576fc6413b450ab5fbe715bc78987,79fc10bbdcaa905e28db0709cc4ca1ca1573b933166af12bf6296cd2f901025c,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:1a5f0d694d03468f26cb1f07bfda2e319ba0067e32da594977f790bb1119445e,fdb512ae5e70be24455db0f093a22de7adb949214b3c49316e7ae0961c437abc,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:eb7219783453f8ff2b1cf1cbcc0f823674ae3e662ea94894720c36f4ad2cd9c3,7ede8358707d09ffe1a84e713920579cb2213625806c0a25bc95d98663ef0200,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:3795086eef1e447d80382f2cd524b40128f57c6d00b91795a5539ca8becbc989,e16920cba7ffbf1cedb6895ac6206b407702b6059633d17c905058d80ae16044,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:1065,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:af6ed6f2e9092f42bf8152486a635c3287fd819dbda173f0bf150bbef832fc5b,fe6ee7944cc9986fbd22aec29fdf6aee892286fb0c9c813227a05a7d2899f600,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:e03a5f93462650be08d69a6ba1cf903766889de2afe1ea95dbb9390320356d48,d40f4d5517b0132762b091c2f83bdc21cc29d7aed28314c514323a9698edd2a3,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:b359b47a0dfedc4984de7d2f360d57c64a261fd92a4613017354521aac970999,685f4a3bb90144e8c1ada81fa9a12aa477dc76dba047f9a1669e3b29c7071dd4,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:c9bc64bb4c326dbddb9917b1cc5d3ed55bbe09f70ba95a6ec70e94bb1d4881b0,e55279534c43766d5185acf546fba39545a796a81c57757dd494697a92cba0a9,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:79e4be0f0feed3725ac80f97eb9f50f692395f2c87e4a2e17ff89fe56fc8a3d3,e6c74a44ae12ab5caed3aae246b505a9e0a486ae520f75f6c4a0b5112b616181,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:3c2bceb29f71448e4b48ab6f04a52dc612f58ce111394b89a8bf154bf7673da5,0ab346bd214e8682122b6bbb55970f8c96677f838faf0e64d995608f9918c5ab,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:90482833e76068e1340de29d0bfb7c9bf8aab95ea4e2c10bfac5b8f5bcfc7292,094fc2efcefd26d0adb58ca8d7235da8f506b3bdf3d374f5d0ae3151b78ae4fe,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:86a591f0234f94877bd6c05c0017f4985c48b663c328cd6b16781686ce8ed5b5,4f99117d8bb4d71066de392bb6752a95bbd75b6bd566098a35ec5fcc6647235a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:29de45248e68003b00987119fa3cab87106b6bcd668be5b611b5a28131f2b32c,eb84e10178666aa0cab47086b095481fe67893ef8c55b561869a9e779aa279b3,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:8b5244df5fd0a895b96b575f400219f045678d2db8c5bf327c185120e7a5ec4f,e34818b8b621ca9918eb8ec7f5aecb8290b1bd9708de14661446bd00ffbd43c6,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:18f54fc381a4f80f2bd5192c0b6268c92c463841c6f1c4239fa4f7780b39b7bc,fba50c78ac8a709c508bb7c6563b9844fdf87614fa2278af6881be04d00b0223,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:89590907d1d5f170817dea6b5152dae5df2ddd9c967e98a56d1d5ee1f74aabd9,7fab19080794cdafd65a217268f282c7c936edd3efdbd79c0e256b68f1836133,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:8ad22d511b75d0f7a5edf901f8844c9b44919ac82f82293f1e628b60aa3fac2c,8fcb64cf1486b802958f1c47b6df0b351d9b35369dd5442892fba454350b8c56,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:19f3800f7a786e779150e99f1a8f4b36e20f80b47c84be0093d4985bf44c79b7,8c6b1dbf468ef717696bf861481ab8683a3f398bf68d02807c09a3626b71ae0d,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:9bb8a868c1715547efbaaf3893523b63ba0fcab433bcd0ee67deafa11aefe1b5,832fedfe8de09490ffa9ce485bd67a67434bb34ac663aa4cf6d037b7e618dc01,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:ac4ee238d0b2c976683266b0c0307d4c4caf4109783dfc0548aa38c325668f98,e0eb114138f1edd1d01bf9183f6e9d647e10102d4ac2394898fd9d19fed224a9,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4290,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:949406201e451bdccd58ffea5cba59b9f89483c0eb42338b5d2bae97f70ceecb,618e17d2d84ac1d0a6e6980a3acf535b4b81fbbd546f78f4fe40a47aad29bafa,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:65f0239ea9c28e07fb1903f23095f4602acd11445c2be01c32b51eefbc79be6b,cd3550552baa367de46840b57565e479fc39c777a414fbee8eb5c4f268f3d0f4,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:92d3cee379d85fe560904ac6555e87444f2dd8e34194d05bdf02d5ccd85ed280,f28b1fde02294cf62f36fd357d06655b66c0aed78f69989b5f4fe62109774130,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:6beca1c31c8cfdf17dde8d671a9cd8a1c790161f29bbc5b773d8ab4b146cae83,0dbeb1dfd3bd045d8f8f3e0014c434a97686cc612a57ecb305f21b63c8346100,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:f202e1278763b0836208260ee87807ac0f6d0eb27bd18b8e9ee3a58b0d629fde,2c2af2008117471b8e32a3524dc04a98d51363bcc34794ee5321a0a9c5f51329,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:0d25ef1cda3d73da2e5022be7928b45b131cd8afadaac707ada12c17d3d39bea,f173168aec0f85931fb4111fd1bd73f626b5d5441506609c29d82f8443f4ff4a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:8618ffc4d47f0e1480ebfd6108b5a62d9434598cf37be2fc8351b602870cf64d,976f6129d1dcb41ca508be331b9fd1b0bd89963c9aab4ec57b7faa31b03d3dd3,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:9c0cfcea176cda53f2ad1c4e2eb979482d25ffa315999f9e7992a467765e5784,93982ebbd7191e15c32925b52f8bfe8f32dcf0cdb45b8b7180bd4fe487a72e23,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:65efc31a078bc15f488f02867bf4498f5b678cf4202e4bdcc9f88ee72ebe14fe,aab404bd11664aec9b2877fa8a70c65777e8a20d5351922d57e9e74aac09b2bc,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:b805b51764d77cb5fb2518e5faf10615e57877ccf56edbe7e57e98beb44aff65,cd3550552baa367de46840b57565e479fc39c777a414fbee8eb5c4f268f3d0f4,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:147ded50f18fb4c257cb09efbfbc161e8f0f6b884626e2d281f02f929604a8ae,f28b1fde02294cf62f36fd357d06655b66c0aed78f69989b5f4fe62109774130,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:6bd0d98448cdd4e876004df2e74b24be2dbf2c4f185e831f7ddadc01032eb7d3,0dbeb1dfd3bd045d8f8f3e0014c434a97686cc612a57ecb305f21b63c8346100,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:891aa694be6e94c8f1f818ce1d957dad71d13f78b5cdb321951f7bdb7ee6a380,2c2af2008117471b8e32a3524dc04a98d51363bcc34794ee5321a0a9c5f51329,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:c10c932a7d032758d6fe5d3b16f26fcc0cf4de06299c6797ef5e39288847f084,f173168aec0f85931fb4111fd1bd73f626b5d5441506609c29d82f8443f4ff4a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:263c43a829766583a285ac7ee940e2c269fb557509c2eeb2cb5c1e0d68aa1914,976f6129d1dcb41ca508be331b9fd1b0bd89963c9aab4ec57b7faa31b03d3dd3,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:657674bd6d0a7dfa1b43bb735ed87ca90be9a7dd49fd979dd0a886bcb27d778b,93982ebbd7191e15c32925b52f8bfe8f32dcf0cdb45b8b7180bd4fe487a72e23,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:3888,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:5d0a677a042b3c103e4768b75c69b3f8da532fa65caf3b5c28ad2754cad7f69b,aab404bd11664aec9b2877fa8a70c65777e8a20d5351922d57e9e74aac09b2bc,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:97cd5b4cb33fd087463462ce69ee374c5ba3d98434723191081c08e8a340177c,11ade29ab5fe00fe2d98c0d1b056ce902f1826aebef53a1c63faa17123d9b37d,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:5fa93b694fee0309446fe8677ab2e1c49c247315553468b7973428f42ac29d2c,d707315919b01f5bc3cced6a0bbf60c4b0a39e960b56e64db51b8deb8f66360f,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:e46f4ff61a5c6464af8b3525d19786dcab61bc0817e9c642534db03d10f55a8c,12e9703216b006ce5019290da622c99fdc1e867f9faca701321c40f34cf3cd27,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:d18421411e2f8b23f2e6633d0ebae30eb3cd7b79a7bff1fcedb5569072b4c5c3,892ea6b78230c13c8b653aed8da0d1bbb8c251fd59bcc35d220dee3ede075179,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:dcc92792efa356abb03db6420ad6110bba77730d300b60dbf2007190ffe32c7f,b199859c2326a4fb779d3fe2ff6558e8ae0f07e17de2c24dd19f318083c41018,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:0039194336ceed664656be85e5cfdc4983b98aecdd75a608feb030ff84ef53e0,5e6511f5a88877d767b5071d49c78ef18228325f0cd051ed4f71b4b8c536680b,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:85e67732824b01aeb566cb082f3439c65dc7a0e71db136bdb76c126f604061c8,05f75a37f94e65d847827a695981c8a5c7ea71ab4759da8f51ce2cad6a4abd87,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:fece3e4b985ccb9dbd2e2c346b97664c33aea70c9e3fd5d22f56d81dbc5d1c1c,893aeea8b66eb869ac031845624df7fe260ef6eac7275ee749208359403a9f11,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:1c8a0a4c8bc68fb8211df5bab4b4c33177e5db74cbefe3478177608f4ddaa7da,59d360be992c52c8e0b56edd68ece3e9ba175b5f8203450445af581af9330f1b,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:5751d519b6030daa8094fe91321f4361e28b0e1c0182bd4e3a2db7c93c06e09f,37885f141193c94e3071b5b0c35ec6f69e4b892587889877991656afcd865552,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:a84b833d99cd90bcf7ee21a2b0c4476874cdf7855b746256476797163b6016af,47e6acbdfcb90302a492c6f2686b0e2907337eff3e50e6854154387de7f382b1,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:e01e3702c1d8a531bfa83798d796b5cae3d5d16e89fcfdf54a8fc7f00a290ae8,aafd5c6c215e7c83195ca486d2f11555df621e7507234aff36077d2005da5bad,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:96579545047f96e30c6c4e909202a34568b739532b33268abdced839b8ff5b61,6104130f157f623573b0a698a33b44cfa6d62b34a3932c2e766107599b424ac7,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:b1fd46bf0c6ae01ea1599fa087feb3d730a9da5b840f66d685b3b0502b43359c,0ef7a815b4c2d915acd1e2a49574806cc14f83384aa10b0856031a35e44e5212,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:4a75dd7814af7b659f124712f57d0269863cba4aa99b6087d43f57c4251e9dee,6e76b9c93dc49af8725837ec1291da55c329b75ddf8ba2c1aa39c2e685d7fba2,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:471,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:7ec6bea467d68f617ec3fbdbc7859e60c13930dd1a0338a93be7d60bb247a071,c9b5d802c2d792b3e1f67a644cd8aea2274e8c4a5912bc6053e9d46155db3ff5,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:84d94ee787ead547637c8c85ce92063ff077e95319907c7fd7a2101e9be4555f,6609b9238259e6b1f70a1090fe2f2f0a95ecf3799619456c6d4d4182ae02e2af,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:5b67dbccee458e5dac4fa34bfb581d1fcf376d9c37190c3c027c6b1b54f5a5a3,6492824941334d8eabbb52c7cd11c6b28e480c9ca38e346cf5bf6035022fd3a7,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:472089406717dd0dfd3e713f2c16b24fa2bcc841d5d2312f477cef001d7fe999,6c5ce7afbf430f41709189c1745bcc65fb5bda9f3d51bd98eace6be03cd4b3a2,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:251ffcc8d4fd8487f8c46f7d5dee402a9004d2f5bbff02cc49d35398e750c895,55134c4956205228cd3f8429a059e2ef5d1ff613f753542df1e6ceec6f75280a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:bb5aa7186403a9c57f173fb0588b06210bf9011d992b234dd70aca16ab6085d4,bd12c3d453de2d0b37c41e4588bf9c2886a437b1eaff929eeceb6190fb8b87da,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:352345ec302938df3e7ca3830f787c517e8508e10a0427577ffc2d08bcaea1e0,0177d92f890c9152b98915b8ac9304877f3102edaf79c5b010cffdb9360fe158,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:8e49757d5eec744fea732851cd0c19b847fe92dacde7f23c07e19a72da518a59,3b654906770afc83fed9a18f524eb26cd4103d510a6fdb14d65c541106152d0f,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:2c6de3ddac3a5675ea97a66416b65cd0b93d772b4ea9cd27c1165d53de04305d,b26696264cbc9145f3ce3534e76dc06e646762e2a8b8b8ec18bdf21aebd466b1,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:1e2c02e9f30ec5aa2983d4ec87a802c50faf7d99878366639610110f82e7de0f,f9c8c57a1e7a8f6db09df68714e5b970ba6402a4edc6fdee3ef7e4fbd7cf2b76,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:d19d69c1e49a5b655835190c01ebe4eaab3b74d08f985e174b5614d7ea183334,590e741b47f39f120e2253bef15beacb96ec5fcd153b23573e3082b92a97078e,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:57a7cac64724cf1fb627cad36de8d3dc0296543ff10c6a8a137fd98f34fdaa6b,c0509c0a7906d3a4130bdbe1471a80ad9a7f92281151e2b0ea36c675ad1953b3,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:dc3fab2e01e500a6a3b0335fe701e0dff58e0eb950c4919f44bc77ace2c49343,08450ee90f23fcb5a3f9d0248ca9fa46ca3d7b7752242fda6cd1e9d952b3243f,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:0498ed4349730211b60423cf844bb9990dcbcc2df45e13b3b1c61863b31c68c2,786dd370b064c455865f6e666ad7b8c5d0f09cd6069d0d2259760af1fbd8e732,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:87476dbf1eda235e6a7db6147d31122ca8480a14ec1c57bb36ab576287688fc2,67af46df627d3d835aff489bf22bcd05ce78cb13bdf6eb55f60d74e56f0c4296,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:ffe702ef14b8a325789579830d3d006863cdc31d6cf099da696f0c7b8011323f,e3b00d667d674eec4b17128662d7031d81dba4a0c8b02657055a269a877f67ea,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11138,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:59c6c8c8bae2d247fdf144f260fa8ca80feca7bece876c6b4e87c5544136323d,ee10d980ab0717b5754ec9de5cd692c1f07a582d3464d3236b3bfcb220325db8,task006_qualitative_pilot_v1
