section,question_id,model_alias,L,display_condition,displayed_confidence,stage1_correct,all_three_agree,split_2_1,pairwise_disagreement,verify_propensity,primary_verify
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,20.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,20.0,true_confidence_visible,0.98,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:774,anthropic_sonnet5,10.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,10.0,true_confidence_visible,0.55,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,10.0,manipulated_1,0.8,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,10.0,manipulated_2,0.88,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,10.0,manipulated_3,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,10.0,manipulated_4,0.91,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,10.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,20.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,20.0,true_confidence_visible,0.55,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,20.0,manipulated_1,0.9,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,20.0,manipulated_2,0.93,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,20.0,manipulated_3,0.94,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,20.0,manipulated_4,0.96,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,anthropic_sonnet5,20.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,10.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,10.0,true_confidence_visible,0.03,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,10.0,manipulated_1,0.8,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,10.0,manipulated_2,0.88,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,10.0,manipulated_3,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,10.0,manipulated_4,0.91,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:774,openai_gpt56_sol,10.0,manipulated_5,0.99,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:774,openai_gpt56_sol,20.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,20.0,true_confidence_visible,0.03,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,20.0,manipulated_1,0.9,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,20.0,manipulated_2,0.93,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,20.0,manipulated_3,0.94,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:774,openai_gpt56_sol,20.0,manipulated_4,0.96,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:774,openai_gpt56_sol,20.0,manipulated_5,0.99,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,10.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,10.0,true_confidence_visible,0.6,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,10.0,manipulated_1,0.8,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,10.0,manipulated_2,0.88,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,10.0,manipulated_3,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,10.0,manipulated_4,0.91,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,10.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,20.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,20.0,true_confidence_visible,0.6,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,20.0,manipulated_1,0.9,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,20.0,manipulated_2,0.93,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,20.0,manipulated_3,0.94,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,20.0,manipulated_4,0.96,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,anthropic_sonnet5,20.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,10.0,hidden,,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,10.0,true_confidence_visible,0.95,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,20.0,hidden,,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,20.0,true_confidence_visible,0.95,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:8662,openai_gpt56_sol,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,10.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,10.0,true_confidence_visible,0.05,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,10.0,manipulated_1,0.8,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,10.0,manipulated_2,0.88,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,10.0,manipulated_3,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,10.0,manipulated_4,0.91,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,10.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,20.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,20.0,true_confidence_visible,0.05,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,20.0,manipulated_1,0.9,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,20.0,manipulated_2,0.93,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,20.0,manipulated_3,0.94,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,20.0,manipulated_4,0.96,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,anthropic_sonnet5,20.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,10.0,hidden,,False,0,1,0.6666666666666666,0.6666666666666666,1
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,10.0,true_confidence_visible,0.99,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,10.0,manipulated_1,0.8,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,10.0,manipulated_2,0.88,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,10.0,manipulated_3,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,10.0,manipulated_4,0.91,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,10.0,manipulated_5,0.99,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,20.0,hidden,,False,0,1,0.6666666666666666,0.6666666666666666,1
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,20.0,true_confidence_visible,0.99,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,20.0,manipulated_1,0.9,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,20.0,manipulated_2,0.93,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,20.0,manipulated_3,0.94,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,20.0,manipulated_4,0.96,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:9646,openai_gpt56_sol,20.0,manipulated_5,0.99,False,1,0,0.0,0.0,0
directional_persistence,,openai_gpt56_sol,10.0,,0.8,,,,,,
directional_persistence,,openai_gpt56_sol,10.0,,0.88,,,,,,
directional_persistence,,openai_gpt56_sol,10.0,,0.89,,,,,,
directional_persistence,,openai_gpt56_sol,10.0,,0.91,,,,,,
directional_persistence,,openai_gpt56_sol,10.0,,0.99,,,,,,
directional_persistence,,openai_gpt56_sol,20.0,,0.9,,,,,,
directional_persistence,,openai_gpt56_sol,20.0,,0.93,,,,,,
directional_persistence,,openai_gpt56_sol,20.0,,0.94,,,,,,
directional_persistence,,openai_gpt56_sol,20.0,,0.96,,,,,,
directional_persistence,,openai_gpt56_sol,20.0,,0.99,,,,,,
directional_persistence,,anthropic_sonnet5,10.0,,0.8,,,,,,
directional_persistence,,anthropic_sonnet5,10.0,,0.88,,,,,,
directional_persistence,,anthropic_sonnet5,10.0,,0.89,,,,,,
directional_persistence,,anthropic_sonnet5,10.0,,0.91,,,,,,
directional_persistence,,anthropic_sonnet5,10.0,,0.99,,,,,,
directional_persistence,,anthropic_sonnet5,20.0,,0.9,,,,,,
directional_persistence,,anthropic_sonnet5,20.0,,0.93,,,,,,
directional_persistence,,anthropic_sonnet5,20.0,,0.94,,,,,,
directional_persistence,,anthropic_sonnet5,20.0,,0.96,,,,,,
directional_persistence,,anthropic_sonnet5,20.0,,0.99,,,,,,
