study_id,run_id,request_key,question_id,model_alias,model_endpoint,task,delta,q_delta,rendered_q_delta,parsed_action,verify,incorrect,reused_delta0,estimated_cost_usd,q1,input_tokens,output_tokens
,,verification:d6b53a43ee69428fc0f5255546e4469e04d3f4bbb085ea2d053e99416a6fd943,mmlu_pro:test:9696,openai_gpt56_sol,,mmlu,0.75,0.9995273840792915,,USE_UNVERIFIED,False,False,False,0.00196,0.999,410,16
,,verification:ab4e9714f3d31c86bff256cb0e8b800f2b036bceb007bb973f8b613f49b7c1b5,mmlu_pro:test:9696,openai_gpt56_sol,,mmlu,1.5,0.9997766963619902,,USE_UNVERIFIED,False,False,False,0.00196,0.999,410,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9696,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.97,0.97,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:3891adc8ca70fa11f4b6e0b23da1cb785b80bfb9347a68a26000d686a6df7652,mmlu_pro:test:9696,anthropic_sonnet5,,mmlu,-1.5,0.8782646654075883,,USE_UNVERIFIED,False,False,False,0.001944,0.97,877,19
,,verification:13253d39cb2bbaab00b3db2cf0a0abb5c09e4a5000f97089532261a14f71f3b9,mmlu_pro:test:9696,anthropic_sonnet5,,mmlu,-0.75,0.9385492153266495,,USE_UNVERIFIED,False,False,False,0.001944,0.97,877,19
,,verification:7082608c1b8d4e0556eef3538f7c104c4b23bde2cfb8f14b1fdcb0cb130fb07a,mmlu_pro:test:9696,anthropic_sonnet5,,mmlu,0.75,0.9856010829099389,,USE_UNVERIFIED,False,False,False,0.001944,0.97,877,19
,,verification:23f5ef7ad1395c0eda3dc7f25a2acfcbe4261a76039316732fa3e3723be8d7b8,mmlu_pro:test:9696,anthropic_sonnet5,,mmlu,1.5,0.9931463636953963,,USE_UNVERIFIED,False,False,False,0.001944,0.97,877,19
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9724,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:6b38170a8a0fb9d760d0020648d275e569491481a41b6079ab435d30b2283d72,mmlu_pro:test:9724,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.002136,0.99,454,16
,,verification:27d3170437f16c070bf0166a2512ba0ab0fa0e7513efe2d629cd32f0ce12904e,mmlu_pro:test:9724,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.002136,0.99,454,16
,,verification:2f4484741f885ef39b97a2ac30fba771516254020e4534e49fda8e8bc571c2d0,mmlu_pro:test:9724,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.002136,0.99,454,16
,,verification:9ff64ea9a2d564c17be1ff3862d568295282b62a6f9fb41bd4a53cc6d94dd204,mmlu_pro:test:9724,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.002136,0.99,454,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9724,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.75,0.75,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:79e9a8c7ab04d51d3aee9c36d21dd5a7ee2c6154aa73a83e97b9d0bfc79c77c8,mmlu_pro:test:9724,anthropic_sonnet5,,mmlu,-1.5,0.40097897303615737,,VERIFY_FIRST,True,False,False,0.001986,0.75,903,18
,,verification:9644c0cb039ba933ba37679b8d07794b835ebf10899191ffa6ccbd23f7cfae06,mmlu_pro:test:9724,anthropic_sonnet5,,mmlu,-0.75,0.5862810221341224,,VERIFY_FIRST,True,False,False,0.001986,0.75,903,18
,,verification:73530b92bce5ab53f7b915e60bad32fc50903ca7968feb7b77865eabae2f19e5,mmlu_pro:test:9724,anthropic_sonnet5,,mmlu,0.75,0.863964087441132,,VERIFY_FIRST,True,False,False,0.001986,0.75,903,18
,,verification:cd6f2591e0a7e2c421bfe6e657060d0fda654443854869390634549c71b18f35,mmlu_pro:test:9724,anthropic_sonnet5,,mmlu,1.5,0.9307722154980691,,USE_UNVERIFIED,False,False,False,0.001996,0.75,903,19
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9733,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.98,0.98,USE_UNVERIFIED,False,True,True,0.0,,,
,,verification:08ce7442b0f484ef78999035c1a5d107e55d93e6539504977824ad2dd0eccaff,mmlu_pro:test:9733,openai_gpt56_sol,,mmlu,-1.5,0.9162014299054049,,USE_UNVERIFIED,False,True,False,0.00152,0.98,300,16
,,verification:6c959d94f397e611022a8f38669abedbc5fb2a4befcfd5a85b39a6cd2eb16486,mmlu_pro:test:9733,openai_gpt56_sol,,mmlu,-0.75,0.958585206175545,,USE_UNVERIFIED,False,True,False,0.00152,0.98,300,16
,,verification:082060f0d074d9775d6551f8a3758a6dda872e1c4b5b5fb60d840d21b456e536,mmlu_pro:test:9733,openai_gpt56_sol,,mmlu,0.75,0.9904519111242143,,USE_UNVERIFIED,False,True,False,0.00152,0.98,300,16
,,verification:43963170637f1c8c0cfc579744829fb1801b285a70c96e8141bc0e308c888649,mmlu_pro:test:9733,openai_gpt56_sol,,mmlu,1.5,0.9954669652372276,,USE_UNVERIFIED,False,True,False,0.00152,0.98,300,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9733,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.85,0.85,VERIFY_FIRST,True,True,True,0.0,,,
,,verification:722cf0acc9906ae143d13b74595684f23d7e678b3b38a2012ad7638b1f4bfdfe,mmlu_pro:test:9733,anthropic_sonnet5,,mmlu,-1.5,0.5583827383980898,,VERIFY_FIRST,True,True,False,0.001526,0.85,673,18
,,verification:dc6dc8847b11f5c69e37752663b00edbd424ed67e2848472f34241710b1cd106,mmlu_pro:test:9733,anthropic_sonnet5,,mmlu,-0.75,0.7280202117132848,,VERIFY_FIRST,True,True,False,0.001526,0.85,673,18
,,verification:cce25b52bf3257893322991775bdc30b8129377a604fa4af28904105c311aa5f,mmlu_pro:test:9733,anthropic_sonnet5,,mmlu,0.75,0.9230552212606222,,VERIFY_FIRST,True,True,False,0.001526,0.85,673,18
,,verification:333007d4d1de064397184c084beb3d0014c4a462c42980dc0b6c477ce7e69fdc,mmlu_pro:test:9733,anthropic_sonnet5,,mmlu,1.5,0.9621158137182997,,VERIFY_FIRST,True,True,False,0.001526,0.85,673,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9774,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.92,0.92,USE_UNVERIFIED,False,True,True,0.0,,,
,,verification:868cf22c8ba11e46a140b0c3e5f685f6b026e9dde74fe2aba21633ca8c9d1900,mmlu_pro:test:9774,openai_gpt56_sol,,mmlu,-1.5,0.7195735037383466,,VERIFY_FIRST,True,True,False,0.002704,0.92,606,14
,,verification:330e0aeb6fcaf50dfe0e98d8a7e336c6ae2c4a1f828e92e8fe09f90aaf88ea99,mmlu_pro:test:9774,openai_gpt56_sol,,mmlu,-0.75,0.8445325685518145,,VERIFY_FIRST,True,True,False,0.002704,0.92,606,14
,,verification:959cb6de12d180b56314a5a8c1a733acae567942e07db1335b8dff22482c4ce7,mmlu_pro:test:9774,openai_gpt56_sol,,mmlu,0.75,0.9605452647427616,,USE_UNVERIFIED,False,True,False,0.002744,0.92,606,16
,,verification:1d1c9d1deccd8f233ef4cc3a173a4baffcf2eee6b5a8658d69d6960b7e6c66a1,mmlu_pro:test:9774,openai_gpt56_sol,,mmlu,1.5,0.9809666738234352,,USE_UNVERIFIED,False,True,False,0.002744,0.92,606,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9774,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.5,0.5,VERIFY_FIRST,True,True,True,0.0,,,
,,verification:42f813e5333db7e82bd1671997473fea31dab851795fea06bd8373fa1ce8661e,mmlu_pro:test:9774,anthropic_sonnet5,,mmlu,-1.5,0.18242552380635632,,VERIFY_FIRST,True,True,False,0.002528,0.5,1174,18
,,verification:83479b7abbe1263b975dc5d9a8d9abcd3b321f128b0aea58f0aeb073dd7c7d6e,mmlu_pro:test:9774,anthropic_sonnet5,,mmlu,-0.75,0.32082130082460697,,VERIFY_FIRST,True,True,False,0.002528,0.5,1174,18
,,verification:d5f243034024448653f751bb3a984c4e53c6a8968fe773ea3e923bd99c7ea7ed,mmlu_pro:test:9774,anthropic_sonnet5,,mmlu,0.75,0.679178699175393,,VERIFY_FIRST,True,True,False,0.002528,0.5,1174,18
,,verification:558aad26f05185e545b789f19a49ffd73985c8f2a26b90a239b38e1a337c2056,mmlu_pro:test:9774,anthropic_sonnet5,,mmlu,1.5,0.8175744761936437,,VERIFY_FIRST,True,True,False,0.002528,0.5,1174,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9791,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.97,0.97,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:02f002ee1ab47822126c56bc6e47d7bbc8b97b8bdb0010c9f6e263cd7e892953,mmlu_pro:test:9791,openai_gpt56_sol,,mmlu,-1.5,0.8782646654075883,,VERIFY_FIRST,True,False,False,0.001828,0.97,387,14
,,verification:901d51e5a1a0f97543744fa2dc73ae7229d2250297e57205420d972d64bb58d7,mmlu_pro:test:9791,openai_gpt56_sol,,mmlu,-0.75,0.9385492153266495,,VERIFY_FIRST,True,False,False,0.001828,0.97,387,14
,,verification:06168f0aec3d07ad14ebb93cbcd8997486c6b9bfe953203e6a7a85748d2818aa,mmlu_pro:test:9791,openai_gpt56_sol,,mmlu,0.75,0.9856010829099389,,USE_UNVERIFIED,False,False,False,0.001868,0.97,387,16
,,verification:89d0d7c897c0b95be3c899139107be0693ecc333641001a905e49d39e30fa636,mmlu_pro:test:9791,openai_gpt56_sol,,mmlu,1.5,0.9931463636953963,,USE_UNVERIFIED,False,False,False,0.001868,0.97,387,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9791,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.6,0.6,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:b9d19b83eab3ff694da7ca348413af3af1b481b021b6ed4de276acf2da07120e,mmlu_pro:test:9791,anthropic_sonnet5,,mmlu,-1.5,0.25076529093399114,,VERIFY_FIRST,True,False,False,0.001736,0.6,778,18
,,verification:402c0c0fe4430b678547a1baba1809c16913b802805a36d93b8ce643e64e76d6,mmlu_pro:test:9791,anthropic_sonnet5,,mmlu,-0.75,0.41470831990892604,,VERIFY_FIRST,True,False,False,0.001736,0.6,778,18
,,verification:adf9e1a20f39b0505c5f0b3e3b94c84dcdf9c05a34383552a6fd224ad0b71479,mmlu_pro:test:9791,anthropic_sonnet5,,mmlu,0.75,0.7605077250551816,,VERIFY_FIRST,True,False,False,0.001826,0.6,778,27
,,verification:61c348bc60d6b307eaaab88737ed5e534b457e623da8e8ec8017bbdc85a7f499,mmlu_pro:test:9791,anthropic_sonnet5,,mmlu,1.5,0.8705088185971921,,VERIFY_FIRST,True,False,False,0.001736,0.6,778,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9794,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:3a0ef6e51c9898972c46db356f39638d1bfbc850fc7c31a52c333bb358d56c35,mmlu_pro:test:9794,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.001772,0.99,363,16
,,verification:47e84fa587e37457ae95042d0e93254826599765de0af139e81dab7d0510c0f9,mmlu_pro:test:9794,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.001772,0.99,363,16
,,verification:c65a4984b9ff901fd6f09cd2ee073d0b533107b1a0ba1864a507d5a36a3439f1,mmlu_pro:test:9794,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.001772,0.99,363,16
,,verification:b46060b67f7f45cfb4ff1484ff15ebd1e4977d766cfc4fbbc1a9287cbc4e9d21,mmlu_pro:test:9794,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.001772,0.99,363,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9794,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.8,0.8,VERIFY_FIRST,True,True,True,0.0,,,
,,verification:9b4e7f84e053f9bf2fea38e30a9937dfa7b650214eae4c5bc89e0b583007201e,mmlu_pro:test:9794,anthropic_sonnet5,,mmlu,-1.5,0.4716041777561374,,VERIFY_FIRST,True,True,False,0.001644,0.8,732,18
,,verification:43ebf6cb6115082769f6ffa9feebf8083f5b6aa5709a639241452b53f240fceb,mmlu_pro:test:9794,anthropic_sonnet5,,mmlu,-0.75,0.6539153161904067,,VERIFY_FIRST,True,True,False,0.001644,0.8,732,18
,,verification:517a96734ded11a2739c8d22976a56272c9c64aa235a098fa75798d4c0d2d59e,mmlu_pro:test:9794,anthropic_sonnet5,,mmlu,0.75,0.8943810738295788,,VERIFY_FIRST,True,True,False,0.001664,0.8,732,20
,,verification:a088086c4473db20c6f50f1b1b28ae77c0b5e671ecf40f0efb93991685ccee5f,mmlu_pro:test:9794,anthropic_sonnet5,,mmlu,1.5,0.9471647447066639,,VERIFY_FIRST,True,True,False,0.001664,0.8,732,20
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9892,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:75feb61a76763220f09f7509843c5966a23334725634f104e136dc022c669254,mmlu_pro:test:9892,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.001772,0.99,363,16
,,verification:2117021162653e0e88814827c9bf22336f4e67e514d99661e53b7df8bf16a479,mmlu_pro:test:9892,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.001772,0.99,363,16
,,verification:0c6fb07cd2059bf233b85b7f24e2ceaa16ddd88d30e642546c5e2d70a94dc32b,mmlu_pro:test:9892,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.001772,0.99,363,16
,,verification:813ec75bd6dc93c001b5e2ea0acde051ecbe0781eaaf2022a0265c05f4a844a1,mmlu_pro:test:9892,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.001772,0.99,363,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:9892,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.9,0.9,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:2ca74c3db3948a695668d5e8e6da80411603ce104b5eb1425568bc5c08162c7d,mmlu_pro:test:9892,anthropic_sonnet5,,mmlu,-1.5,0.6675721382568807,,VERIFY_FIRST,True,False,False,0.001682,0.9,751,18
,,verification:1367ed3143f51374869e750a2fa973c5269d8ee0d43f51c31138ca739987eb1d,mmlu_pro:test:9892,anthropic_sonnet5,,mmlu,-0.75,0.8095709261986922,,VERIFY_FIRST,True,False,False,0.001682,0.9,751,18
,,verification:696a11211ca446fd7b7074d0a8599d2641c77e9fd783593fed7c289c34276d38,mmlu_pro:test:9892,anthropic_sonnet5,,mmlu,0.75,0.950132150174834,,VERIFY_FIRST,True,False,False,0.001682,0.9,751,18
,,verification:acfd1af49ff4351ecd23fd1a11cb703148e481441b39cdd16028465811447fea,mmlu_pro:test:9892,anthropic_sonnet5,,mmlu,1.5,0.9758075451312032,,VERIFY_FIRST,True,False,False,0.001682,0.9,751,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10008,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.83,0.83,VERIFY_FIRST,True,True,True,0.0,,,
,,verification:93c09151dd3e0dbe4901118bf63a939315ba858f13d1d734a51b576ad7ec3131,mmlu_pro:test:10008,openai_gpt56_sol,,mmlu,-1.5,0.5213937459029833,,VERIFY_FIRST,True,True,False,0.001936,0.83,414,14
,,verification:0f9e4d1d94c61cc9c95c4802f07d1cb1c8863b6953663a8c3242d8a075b036dc,mmlu_pro:test:10008,openai_gpt56_sol,,mmlu,-0.75,0.6975434687492368,,VERIFY_FIRST,True,True,False,0.001936,0.83,414,14
,,verification:af016c3d73e774ceafbd0b990d269aeea1b2c5e0094783c829dc7e96818eff82,mmlu_pro:test:10008,openai_gpt56_sol,,mmlu,0.75,0.911785005119767,,USE_UNVERIFIED,False,True,False,0.001976,0.83,414,16
,,verification:ca4e16ce5f070ff33275141b217280f53c659f43119afe4cbfd4ff0602021216,mmlu_pro:test:10008,openai_gpt56_sol,,mmlu,1.5,0.9562959751858691,,USE_UNVERIFIED,False,True,False,0.001976,0.83,414,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10008,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.5,0.5,VERIFY_FIRST,True,True,True,0.0,,,
,,verification:01b8e3c457643f43036f8d777b1b40b4761df834e6c68e7391c73eb17221df88,mmlu_pro:test:10008,anthropic_sonnet5,,mmlu,-1.5,0.18242552380635632,,VERIFY_FIRST,True,True,False,0.0019,0.5,860,18
,,verification:bf7b58bd52177701dc461de33493d788de2d92da179ab44637350bac7bff0641,mmlu_pro:test:10008,anthropic_sonnet5,,mmlu,-0.75,0.32082130082460697,,VERIFY_FIRST,True,True,False,0.0019,0.5,860,18
,,verification:af86538b4970e0346c07f5e5481d6728341de62797baf56bb1f047186ef487e4,mmlu_pro:test:10008,anthropic_sonnet5,,mmlu,0.75,0.679178699175393,,VERIFY_FIRST,True,True,False,0.0019,0.5,860,18
,,verification:6f4a7a6d66931583fc8bfd16a5b29f01e499e9a9e96a11c58aab526a6588be32,mmlu_pro:test:10008,anthropic_sonnet5,,mmlu,1.5,0.8175744761936437,,VERIFY_FIRST,True,True,False,0.0019,0.5,860,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10032,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:db8ced8ff235e2f9c678282270c51453320912fd6df85949fdeccce5f4f8d5d5,mmlu_pro:test:10032,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.001564,0.99,311,16
,,verification:3f54bdbcb48752d59893de591d312075f1a0d2a40f4b00254002d059c3a26c9f,mmlu_pro:test:10032,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.001564,0.99,311,16
,,verification:49a6dcb6103ec7ba0e8273a74df6e032b726e039e4001b8263635583952250bf,mmlu_pro:test:10032,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.001564,0.99,311,16
,,verification:ae9680c2e4fa5de228305d0edf28c7923b4d323d0cb3b3926a4bd261071f29a1,mmlu_pro:test:10032,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.001564,0.99,311,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10032,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.85,0.85,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:6b79991b6849c132f03b6d523a5bf057c46befeeded723b3caa019e39a4f8e1e,mmlu_pro:test:10032,anthropic_sonnet5,,mmlu,-1.5,0.5583827383980898,,VERIFY_FIRST,True,False,False,0.001562,0.85,691,18
,,verification:c533152b9b85c1b078981d667623ce605568ef3f38d2525ee999940b70a84129,mmlu_pro:test:10032,anthropic_sonnet5,,mmlu,-0.75,0.7280202117132848,,VERIFY_FIRST,True,False,False,0.001562,0.85,691,18
,,verification:4bf6aa45aed3d3d09c8bd7562d5c0d855fddeb3d9b5f9ad5cdb65fe135e28190,mmlu_pro:test:10032,anthropic_sonnet5,,mmlu,0.75,0.9230552212606222,,VERIFY_FIRST,True,False,False,0.001562,0.85,691,18
,,verification:7b38a59e21013c52c1161233e384f2b94fd5a8f78717940c61ea7439a8eead5b,mmlu_pro:test:10032,anthropic_sonnet5,,mmlu,1.5,0.9621158137182997,,VERIFY_FIRST,True,False,False,0.001562,0.85,691,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10056,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:6441f42122b2056eb22b30f5b53ff089aefe1248052a6f45f7bd46fdbdb673c7,mmlu_pro:test:10056,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.002124,0.99,451,16
,,verification:9f5238407912cdca7c5a527a19920aff1efa3d3b5cbcfc63ca5ff2370c71383a,mmlu_pro:test:10056,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.002124,0.99,451,16
,,verification:b34d3f9c5e7bfec3954d5e46753bdfccc60b10d6a8940ec909143628ece26096,mmlu_pro:test:10056,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.002124,0.99,451,16
,,verification:2b9c9108ab4643251d18ebd04f941656290a634986a9a65184ed31b5a06f532e,mmlu_pro:test:10056,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.002124,0.99,451,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10056,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.85,0.85,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:e2798de1ef7c94729a00c44b7119daaf280fffa0a08c8d1a414e7d5f21e7faa0,mmlu_pro:test:10056,anthropic_sonnet5,,mmlu,-1.5,0.5583827383980898,,VERIFY_FIRST,True,False,False,0.002026,0.85,923,18
,,verification:3515a89232e116341971955d6a4302ebb610c43d604dbb08f40a1dcbcd36b989,mmlu_pro:test:10056,anthropic_sonnet5,,mmlu,-0.75,0.7280202117132848,,VERIFY_FIRST,True,False,False,0.002026,0.85,923,18
,,verification:d92b415ae960e258c29088ba40aa02694310707c026df163259dada89ebca520,mmlu_pro:test:10056,anthropic_sonnet5,,mmlu,0.75,0.9230552212606222,,VERIFY_FIRST,True,False,False,0.002026,0.85,923,18
,,verification:7143631c474a68b166188a3abb79327bd8c4098cbbf2c2bb1360425c8f46bdff,mmlu_pro:test:10056,anthropic_sonnet5,,mmlu,1.5,0.9621158137182997,,VERIFY_FIRST,True,False,False,0.002046,0.85,923,20
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10124,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:e5e77a1f274dd42d689ce8b62a866bf6335bfd7e94a8bf27b417ed89a052dfc1,mmlu_pro:test:10124,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.00178,0.99,365,16
,,verification:f79186f2c0a73255852b2352163a4d71381ec0b3c88a769fc499d6a4e73bf34f,mmlu_pro:test:10124,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.00178,0.99,365,16
,,verification:870c89b3bf27c96ac58fe7a232e301925d09a13858d38a31ed6200324596913f,mmlu_pro:test:10124,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.00178,0.99,365,16
,,verification:edb5cb646808e12ef3286ded7ad32f6857e5c760da88be31e519e7b5f7bc5845,mmlu_pro:test:10124,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.00178,0.99,365,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10124,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.85,0.85,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:3d931446a07bce703e8b0d7916ab75a59d46b1125f5231066182401a09689eec,mmlu_pro:test:10124,anthropic_sonnet5,,mmlu,-1.5,0.5583827383980898,,VERIFY_FIRST,True,False,False,0.00169,0.85,755,18
,,verification:3381b656a6aa9bd5a739744e23af3a207bfbb4100f38499ebe00a41a5238049e,mmlu_pro:test:10124,anthropic_sonnet5,,mmlu,-0.75,0.7280202117132848,,VERIFY_FIRST,True,False,False,0.00169,0.85,755,18
,,verification:fcf8cf2cf22c5111aefec0f201ec27b8edd97d21afc42c29cc6310a312367c28,mmlu_pro:test:10124,anthropic_sonnet5,,mmlu,0.75,0.9230552212606222,,VERIFY_FIRST,True,False,False,0.00169,0.85,755,18
,,verification:5c2e418b31213963cbf1d3c6ee23ab7cdf24249bde62bd7205fcfb0385013f98,mmlu_pro:test:10124,anthropic_sonnet5,,mmlu,1.5,0.9621158137182997,,VERIFY_FIRST,True,False,False,0.00169,0.85,755,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10140,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:8c7109f292d256ac7b9483c339a40f6039e5175b3c2e99e7ad9941d44c98afdd,mmlu_pro:test:10140,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.001536,0.99,304,16
,,verification:db8fddf8c327c2794ab6162c1d6cf14701cc66a647ed3d605c17700047a13334,mmlu_pro:test:10140,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.001536,0.99,304,16
,,verification:183850a75a6d0bcafd5cb3cf1eb55d2ce6d028a1243d8304705f13a811b2d04a,mmlu_pro:test:10140,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.001536,0.99,304,16
,,verification:9944f357cf7d52978fd807624cffa280b2181f1b9c3ea0d58fa466720cf31c56,mmlu_pro:test:10140,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.001536,0.99,304,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:10140,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.9,0.9,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:8faad509b66505635379df15bd8ea4638ca820c74f4750db3679771fb2cb0cd2,mmlu_pro:test:10140,anthropic_sonnet5,,mmlu,-1.5,0.6675721382568807,,VERIFY_FIRST,True,False,False,0.001522,0.9,661,20
,,verification:94f4b4e1d9a38173e6c7f5494e345bb61687205b1ca0ffe489cbee949d352d39,mmlu_pro:test:10140,anthropic_sonnet5,,mmlu,-0.75,0.8095709261986922,,VERIFY_FIRST,True,False,False,0.001562,0.9,661,24
,,verification:1a8881df086047b6775c8e33bf57398168b0e6069b229e930a25e38b6df50f78,mmlu_pro:test:10140,anthropic_sonnet5,,mmlu,0.75,0.950132150174834,,VERIFY_FIRST,True,False,False,0.001572,0.9,661,25
,,verification:8e8422b768335b4abc02348b0500eec27dc98b492e6f0899b197883331fd863a,mmlu_pro:test:10140,anthropic_sonnet5,,mmlu,1.5,0.9758075451312032,,VERIFY_FIRST,True,False,False,0.001522,0.9,661,20
