task,question_id,model_alias,delta,q1,q_delta,rendered_q_delta,incorrect,reuse_delta0,prompt_sha256
mmlu,mmlu_pro:test:7414,anthropic_sonnet5,1.5,0.75,0.9307722154980691,0.930772215498,False,False,2a6e208adf7d5831d1688f18bf286fd90afa4e970c87fbfb71f4e9bce0c4ddf5
mmlu,mmlu_pro:test:7418,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,edb3fb78099aa76604a60e4f1865584a127107ec6725a43a9a0d1c6bd4647030
mmlu,mmlu_pro:test:7418,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,3c6d15417389ef235f03e952513eb972fd087f2d8c4aaa96592cc6c60aec9633
mmlu,mmlu_pro:test:7418,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,6718c070b3ca96924dd17ed19e0df7e485278fee09ef52e887d7aa3fcf04b031
mmlu,mmlu_pro:test:7418,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,0178efdf812b5fa938c9281eab1392b27e6e71d9c5d456c678a25aff4ea0d412
mmlu,mmlu_pro:test:7418,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,6cb19ec6df879ec663647885f80c1165a0a83fa416cad0883891587c3cce8e12
mmlu,mmlu_pro:test:7418,anthropic_sonnet5,-1.5,0.92,0.7195735037383466,0.719573503738,False,False,b08c5e853af09827b7e70cbdc79518c568a818b22b4a3691526b920217aacce4
mmlu,mmlu_pro:test:7418,anthropic_sonnet5,-0.75,0.92,0.8445325685518145,0.844532568552,False,False,c9ca9d994bbc61ff4eb0188dc09fd51bb3f9d4907ed950b01f8c588159d0b52e
mmlu,mmlu_pro:test:7418,anthropic_sonnet5,0.0,0.92,0.92,0.92,False,True,9b673550882f055a55d8cd7a19c51e6c0600048e44db265bcbbf22dd5e16f201
mmlu,mmlu_pro:test:7418,anthropic_sonnet5,0.75,0.92,0.9605452647427616,0.960545264743,False,False,07c12aad197bb611fa5dee1f17c6a1c15525d28e7c0a08579ad8c57efddfe40e
mmlu,mmlu_pro:test:7418,anthropic_sonnet5,1.5,0.92,0.9809666738234352,0.980966673823,False,False,e8954716b53495b22d522f89c673f6a8f0301b34cc22b3ba723a957aee5ec062
mmlu,mmlu_pro:test:7422,openai_gpt56_sol,-1.5,0.82,0.504086781329668,0.50408678133,True,False,84ef44d4630447ab12b211980e534017ce8be6154dc954c2bf1ad4c6645bc53c
mmlu,mmlu_pro:test:7422,openai_gpt56_sol,-0.75,0.82,0.6827302532416735,0.682730253242,True,False,c27d17edc231b0a96d1f27ddf1a87b55428f957514504fddbbc9d34d9c73398d
mmlu,mmlu_pro:test:7422,openai_gpt56_sol,0.0,0.82,0.82,0.82,True,True,5556d087ba2b19d294cf380a3036a55ec95b1c436b511a5fcaeee11abd5bfe53
mmlu,mmlu_pro:test:7422,openai_gpt56_sol,0.75,0.82,0.9060513383925413,0.906051338393,True,False,b3dfea82643f929067a6bb0a5cabbd204bb3afec1daa0235a70fc03f9b25cdd6
mmlu,mmlu_pro:test:7422,openai_gpt56_sol,1.5,0.82,0.9533072117684644,0.953307211768,True,False,adabc400393bd6a766a0193281d8b4f365f2b2e962574558c5ad2dfbfe9cdd0d
mmlu,mmlu_pro:test:7422,anthropic_sonnet5,-1.5,0.55,0.21427791554479267,0.214277915545,False,False,487551205febb4bb71538dd2b8528fc422545b0a9e11d74f68ccb816053b248a
mmlu,mmlu_pro:test:7422,anthropic_sonnet5,-0.75,0.55,0.366020029457121,0.366020029457,False,False,3063723318702830d9f5a6c1ed5bd35ec692c77b00f2872a873c463a169e5934
mmlu,mmlu_pro:test:7422,anthropic_sonnet5,0.0,0.55,0.55,0.55,False,True,144d38f4235618435da7f2d95700a976751477ef6c3653165e07521cb78f899e
mmlu,mmlu_pro:test:7422,anthropic_sonnet5,0.75,0.55,0.721250040292954,0.721250040293,False,False,e45322defff7644bfb32b7e37a934094018513171c3a4aed7affb26150ca7c22
mmlu,mmlu_pro:test:7422,anthropic_sonnet5,1.5,0.55,0.8456223112993012,0.845622311299,False,False,884f39de828c5fc818ec074afe6cadc80935391a005571e2296874886147b311
mmlu,mmlu_pro:test:7485,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,3ef06e1e3ca9a3ca539a0a56991af8ad66dfa3f4bf17fa05664d8dd3d5d29eb8
mmlu,mmlu_pro:test:7485,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,ff6e5f1460e6b0b521cf2fc45bdb1291bc05d3da1dca0a89dfda09bdc769a280
mmlu,mmlu_pro:test:7485,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,7c0177c2c3967cebf4498fc30a13c8b5dc58d286d18ff86e154a878eacd884c9
mmlu,mmlu_pro:test:7485,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,5686dad37f318cdd38fb6888575be3f3b9698796ba7e497c752956ef2322592b
mmlu,mmlu_pro:test:7485,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,b54b1ab201e556fb11927a5beb686c9c688c8559b46bc5260be1dc1411cebf30
mmlu,mmlu_pro:test:7485,anthropic_sonnet5,-1.5,0.7,0.3423808749441992,0.342380874944,False,False,784c0e9108e0475bf05ef63ae99faa7ec6baa86d0a3999eaf2056bd640763617
mmlu,mmlu_pro:test:7485,anthropic_sonnet5,-0.75,0.7,0.5243052935263021,0.524305293526,False,False,f3de09c6a0e2b6fb6ecf6dfa8648dba96a90ed5a684b74a863f3f330aed2c9d3
mmlu,mmlu_pro:test:7485,anthropic_sonnet5,0.0,0.7,0.7,0.7,False,True,5e04120b79697415a79656daf1721974e496c5cea020e702cabf6b37d663adb5
mmlu,mmlu_pro:test:7485,anthropic_sonnet5,0.75,0.7,0.8316403849586579,0.831640384959,False,False,96aa231804885484771f10105794103c5d9d45a549c656765fefd738e859fa17
mmlu,mmlu_pro:test:7485,anthropic_sonnet5,1.5,0.7,0.9127192073278784,0.912719207328,False,False,7cae621d9df2fe47a54775ad1cace2780dccbd1c1c82375447f0c64b92b2f89b
mmlu,mmlu_pro:test:7492,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,a19dbfd0e58ae96103387b3b86424462d485be54011cbe1fb22470bd9eb3e0b4
mmlu,mmlu_pro:test:7492,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,9890b275532be73fc35df69f0f7612a988cd434ac10f25ef581b2b074cbf4798
mmlu,mmlu_pro:test:7492,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,93f736bec43e3269eed46c2805555500b0ce3756e3dc322fe887d2cd50a85fdb
mmlu,mmlu_pro:test:7492,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,cf7be683980e6b007f77f674450d05b2e2141f2eb138aaf695892f597bc21b94
mmlu,mmlu_pro:test:7492,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,58c868413ce1a70ede8a6a07037ca2f555d812408cbf23e9db74288781c5013e
mmlu,mmlu_pro:test:7492,anthropic_sonnet5,-1.5,0.95,0.8091411117439881,0.809141111744,False,False,ab4bdbb9ecbf53abc4b2d5106838a679e4df4bda5ece78be503e9bf21635e404
mmlu,mmlu_pro:test:7492,anthropic_sonnet5,-0.75,0.95,0.899749016671533,0.899749016672,False,False,2bcc4730965bfd30b92f9648222d49d0ffeb7059ccf38c1fedd0bb04b2252e2d
mmlu,mmlu_pro:test:7492,anthropic_sonnet5,0.0,0.95,0.95,0.95,False,True,2f673869c04838699a635fb20bb25520309a6693a8347d5e56542953b3d39f5f
mmlu,mmlu_pro:test:7492,anthropic_sonnet5,0.75,0.95,0.9757416977817458,0.975741697782,False,False,783c1a02dec41df9e08f14e9118ce569206e55385c4291b432309a29062c889a
mmlu,mmlu_pro:test:7492,anthropic_sonnet5,1.5,0.95,0.9883926208536525,0.988392620854,False,False,0a821406ff7d5ac419dd357dfa328a245173c3914793df529a65b08ab281b795
mmlu,mmlu_pro:test:7496,openai_gpt56_sol,-1.5,0.93,0.7477577910217588,0.747757791022,False,False,b17b2a47ab45fc8ebb16588290385d3e02d7d1749b2f400bfdeb37a39d8ec162
mmlu,mmlu_pro:test:7496,openai_gpt56_sol,-0.75,0.93,0.8625566913038926,0.862556691304,False,False,af8c2aefcb48ab3d6e68c325f68aea12a7874b8fffb89d20d789bb40e40f704e
mmlu,mmlu_pro:test:7496,openai_gpt56_sol,0.0,0.93,0.93,0.93,False,True,917f3f34a34338a5e7fc2430a2b1f8ec89f0567fd7362f1885ee2b35a686d73f
mmlu,mmlu_pro:test:7496,openai_gpt56_sol,0.75,0.93,0.9656662467470971,0.965666246747,False,False,d0bd008d4dcb454d2d0f4f0ef420e4c3971d50fdb87efd7fede5becc2d2b9af8
mmlu,mmlu_pro:test:7496,openai_gpt56_sol,1.5,0.93,0.9834826612266775,0.983482661227,False,False,01f4dfcc286d412097c67c305dbc0a160f6a07364afdb44417cad5ebe11a6f12
mmlu,mmlu_pro:test:7496,anthropic_sonnet5,-1.5,0.7,0.3423808749441992,0.342380874944,False,False,2f9ea808cefb47528e18c3b8e5d3a4f50aea02b7f618375bc5d7545f43f3af1f
mmlu,mmlu_pro:test:7496,anthropic_sonnet5,-0.75,0.7,0.5243052935263021,0.524305293526,False,False,059d2fd4349f939b7d46941e053e2d3af2821f29144987b476685d693112cdc1
mmlu,mmlu_pro:test:7496,anthropic_sonnet5,0.0,0.7,0.7,0.7,False,True,37a366359b1a11a0bba46ca2185e025acadd95de363d671184bc6f06b200bd73
mmlu,mmlu_pro:test:7496,anthropic_sonnet5,0.75,0.7,0.8316403849586579,0.831640384959,False,False,8d37b3953f17543a71d86c592c0c867686601cf5dca502edb0b1a3114fa401d5
mmlu,mmlu_pro:test:7496,anthropic_sonnet5,1.5,0.7,0.9127192073278784,0.912719207328,False,False,1e4004d220292fbf2ff97f351056abd6d5e21d5e103206baa1134ee28d10fbfe
mmlu,mmlu_pro:test:7536,openai_gpt56_sol,-1.5,0.98,0.9162014299054049,0.916201429905,False,False,acb43b7b26dddd6a8d0c60379dfe1df525369c3fe7e89a1ee9afe4d7a0740dfd
mmlu,mmlu_pro:test:7536,openai_gpt56_sol,-0.75,0.98,0.958585206175545,0.958585206176,False,False,64009e443694f4ad24884811c00c2b721bf41008040a9aae9e7b7b6daedd6ed0
mmlu,mmlu_pro:test:7536,openai_gpt56_sol,0.0,0.98,0.98,0.98,False,True,6d2c90d55f10c05a1bfd28f887e3f5cd1bc22be7be792e4f3c249840d024f139
mmlu,mmlu_pro:test:7536,openai_gpt56_sol,0.75,0.98,0.9904519111242143,0.990451911124,False,False,93d43b163c489a8ca2782392cf9ca519c1a2dea51c4545f4de503d8da7fed4d8
mmlu,mmlu_pro:test:7536,openai_gpt56_sol,1.5,0.98,0.9954669652372276,0.995466965237,False,False,29f35e74346b2195ce3e166707d348fb6cf8bd308871f1138c5b750b46754149
mmlu,mmlu_pro:test:7536,anthropic_sonnet5,-1.5,0.6,0.25076529093399114,0.250765290934,False,False,62e330979a857031f88342cd07fe573a2f50b6f4f7b14e632473332d1db37300
mmlu,mmlu_pro:test:7536,anthropic_sonnet5,-0.75,0.6,0.41470831990892604,0.414708319909,False,False,543fb429bd7341ad2727eda3fac698f60098040f9e97830d5a68b75aa49d39bc
mmlu,mmlu_pro:test:7536,anthropic_sonnet5,0.0,0.6,0.6,0.6,False,True,efad7490b4ea8ce5da3a638e53b99a0dbac551cfd01f55c89b5036d629919a89
mmlu,mmlu_pro:test:7536,anthropic_sonnet5,0.75,0.6,0.7605077250551816,0.760507725055,False,False,70087b622fc2bffb1dc34e35555a492e5b3c5355fca807e56e0e9af6d8be7196
mmlu,mmlu_pro:test:7536,anthropic_sonnet5,1.5,0.6,0.8705088185971921,0.870508818597,False,False,478181525dd965e6447dddc98ff8bf4b3f18d38f3b236cbed1b966525fd42790
mmlu,mmlu_pro:test:7594,openai_gpt56_sol,-1.5,0.96,0.8426466541619025,0.842646654162,False,False,dc9fc254964acbe73ce6188334c88fae549f7b3d0c119baf61cfff508eaba7fc
mmlu,mmlu_pro:test:7594,openai_gpt56_sol,-0.75,0.96,0.9189416849076816,0.918941684908,False,False,f08de1826e949edadd4c0cd03903c978a5fb105563ad7cc3463cf643ad9395dc
mmlu,mmlu_pro:test:7594,openai_gpt56_sol,0.0,0.96,0.96,0.96,False,True,e6e900529bc097cceb221680ff560e431c8326f98b53f5a541046923cc3a6892
mmlu,mmlu_pro:test:7594,openai_gpt56_sol,0.75,0.96,0.9806979618533007,0.980697961853,False,False,197187f10cc7423ecd12ffa0edfcf0a9023ce6e912ea70e6e2716eaaa70aa9c9
mmlu,mmlu_pro:test:7594,openai_gpt56_sol,1.5,0.96,0.9907885496765599,0.990788549677,False,False,5848985a4ef268a0e9ac223a067e3e4a701a22ac0f3a58e71e8b2f2cd45b0807
mmlu,mmlu_pro:test:7594,anthropic_sonnet5,-1.5,0.85,0.5583827383980898,0.558382738398,False,False,64d10685390720aafe00881d278aae168711b048cd2169787c6c43ded5ac11e2
mmlu,mmlu_pro:test:7594,anthropic_sonnet5,-0.75,0.85,0.7280202117132848,0.728020211713,False,False,4561cd580ccb150c7375c2ce0209b3ae7751e6c82c8619acb8de8b1633a51da4
mmlu,mmlu_pro:test:7594,anthropic_sonnet5,0.0,0.85,0.85,0.85,False,True,e0904bbdb56b82fcee68de5cc0887330e7c4f9f3b31f6a5486f1fd689af96b12
mmlu,mmlu_pro:test:7594,anthropic_sonnet5,0.75,0.85,0.9230552212606222,0.923055221261,False,False,abdc72024268d3e2e622793eb9f7bcf97b55e0b7a54d948e09f5baa025648d4d
mmlu,mmlu_pro:test:7594,anthropic_sonnet5,1.5,0.85,0.9621158137182997,0.962115813718,False,False,b3b4990dedc17d068919f256501b14bc1362b8854a2f23c7104390d7d531d98d
mmlu,mmlu_pro:test:7615,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,28d54ab9db9e64c3e67e9ae4a2e85828d6774ef9b5b9e42064f93c9c858ff7f9
mmlu,mmlu_pro:test:7615,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,513e10d63870e26917591675eec31e50a415eb5b7c0def7fca4bf5f88c46cea6
mmlu,mmlu_pro:test:7615,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,c33a4f9c67b7a8ed78cdc22f7a411d03be949b717c9a56b06e9de3480022c861
mmlu,mmlu_pro:test:7615,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,b805167bac74c3a18ed05ebdfa2a09bb1d2d619be1b683d06ac34cf4ecc3a66d
mmlu,mmlu_pro:test:7615,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,9ea71f64f119a689b974b59fd78cbddf5efa717c2c1a28c6bb960e6f12a1d422
mmlu,mmlu_pro:test:7615,anthropic_sonnet5,-1.5,0.9,0.6675721382568807,0.667572138257,False,False,2240681434fa88dd23b28ffcab473c88ca1078bfc7f684f29f339dc565faba44
mmlu,mmlu_pro:test:7615,anthropic_sonnet5,-0.75,0.9,0.8095709261986922,0.809570926199,False,False,eefabbb2d007c587346aa51a32756621d42da1418dbfe58847ffcbeeeae127dc
mmlu,mmlu_pro:test:7615,anthropic_sonnet5,0.0,0.9,0.9,0.9,False,True,00eefcc40e18576b0dac0a9556f6a4985cbcc0a29cafa5a02a342ce571af1b57
mmlu,mmlu_pro:test:7615,anthropic_sonnet5,0.75,0.9,0.950132150174834,0.950132150175,False,False,9294247d2fd03027650471771a65bfe98e4c47f61c06356c410ef2c5bcffe24b
mmlu,mmlu_pro:test:7615,anthropic_sonnet5,1.5,0.9,0.9758075451312032,0.975807545131,False,False,e7ecd7e2fd880946ea0a839efb0c793adabe38df62d0ecc62c1db6545b8a695a
mmlu,mmlu_pro:test:7624,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,0d9b0656d0218657494455d0f9e27a8164106be013a2c316eac0cc4ade29a974
mmlu,mmlu_pro:test:7624,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,14c5e2e3c47052947bf165254971c0f195225cb854e9154a7a61c9f3f4fae5d5
mmlu,mmlu_pro:test:7624,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,e9f599e4fcb657930fea53035a4af9741699cdea42582dc741dfe37b49fbe57f
mmlu,mmlu_pro:test:7624,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,91cef029933c4cf29b578fee21334303bfb74b8b82b3aec37715eec44c3d729a
mmlu,mmlu_pro:test:7624,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,0759a16288ffcfafee09706bcc40b8e1cc343070219c7063c94e2b87edc1911b
mmlu,mmlu_pro:test:7624,anthropic_sonnet5,-1.5,0.95,0.8091411117439881,0.809141111744,False,False,14639c1e3e1f9701b40f7758144ae49159a9f7cc5dc40f387f3443aed7725427
mmlu,mmlu_pro:test:7624,anthropic_sonnet5,-0.75,0.95,0.899749016671533,0.899749016672,False,False,678ba203dcf941f375e81a8f213b0f92d8b4806705387d617f18e625238c7473
mmlu,mmlu_pro:test:7624,anthropic_sonnet5,0.0,0.95,0.95,0.95,False,True,26e287578d31b5028b69ad3a436ad13f4a7714e071cbd9e04df1072bbe3ac3d4
mmlu,mmlu_pro:test:7624,anthropic_sonnet5,0.75,0.95,0.9757416977817458,0.975741697782,False,False,6308f4c02b57780b7d6dbc491698cafdd46fd3112b81dd363c2fa073f64aa364
mmlu,mmlu_pro:test:7624,anthropic_sonnet5,1.5,0.95,0.9883926208536525,0.988392620854,False,False,d42a0e5ce3aeae676529db5f215169c4081e28bef375d88430e0ea14b960185b
mmlu,mmlu_pro:test:7641,openai_gpt56_sol,-1.5,0.98,0.9162014299054049,0.916201429905,False,False,d671fab2808232e499ca751033213ca97ad419546d683066da333eea15d8f4aa
mmlu,mmlu_pro:test:7641,openai_gpt56_sol,-0.75,0.98,0.958585206175545,0.958585206176,False,False,4153b926fbed4cafb09ca70090933da0046fb92c326135c165393082345159af
mmlu,mmlu_pro:test:7641,openai_gpt56_sol,0.0,0.98,0.98,0.98,False,True,0bb4227cad51f78c811429ca06232af473501d50862c74f243f64ea75f9b7355
mmlu,mmlu_pro:test:7641,openai_gpt56_sol,0.75,0.98,0.9904519111242143,0.990451911124,False,False,017ae60350486a2ff7acc066bbce047cf08f74afdc8e411eeadd0e85fd9abd57
mmlu,mmlu_pro:test:7641,openai_gpt56_sol,1.5,0.98,0.9954669652372276,0.995466965237,False,False,c8bd2e930d5892d900d4d1a0c10c20597a9561a8039e10f6a74f7442970973ef
mmlu,mmlu_pro:test:7641,anthropic_sonnet5,-1.5,0.9,0.6675721382568807,0.667572138257,False,False,0c58c64e99ad3d8d8605961cef709ef1a0a16f12c68951a729521f2eb6746a6f
mmlu,mmlu_pro:test:7641,anthropic_sonnet5,-0.75,0.9,0.8095709261986922,0.809570926199,False,False,5590debdde820deca3ef7bcf415607a15c96565bd71f3133b342c137bd8f9cfe
mmlu,mmlu_pro:test:7641,anthropic_sonnet5,0.0,0.9,0.9,0.9,False,True,e031445284a6b3fcf32de66f530752fca3d75d0be9cf650a87084222ded167b6
mmlu,mmlu_pro:test:7641,anthropic_sonnet5,0.75,0.9,0.950132150174834,0.950132150175,False,False,9eef8a14e999ac929f8933c8bbb5f935d76ec3e70a3b052191e2b161772674bb
mmlu,mmlu_pro:test:7641,anthropic_sonnet5,1.5,0.9,0.9758075451312032,0.975807545131,False,False,b436ba340d5e1118339c364a47b475e2eb4d999c8f9ce031a6873da6808b2601
mmlu,mmlu_pro:test:7659,openai_gpt56_sol,-1.5,0.84,0.5394746957136005,0.539474695714,False,False,31767ba4e4238796deb16515753cdd505af4aa386b3916a90ca5cd49a9a58e94
mmlu,mmlu_pro:test:7659,openai_gpt56_sol,-0.75,0.84,0.7126374356130292,0.712637435613,False,False,2a77a3f6ddd3fd1e7188050104e4e3d6c357b5d9de834f476b5746e886488514
mmlu,mmlu_pro:test:7659,openai_gpt56_sol,0.0,0.84,0.84,0.84,False,True,68b91875674d67d20bf79d71ba169018516a479d301b305622113e18bdc741b1
mmlu,mmlu_pro:test:7659,openai_gpt56_sol,0.75,0.84,0.9174525874238603,0.917452587424,False,False,a117e9251ad5c3baaa8b57ce36c19b47689bb19d4d53a92fe8258d61fb178242
mmlu,mmlu_pro:test:7659,openai_gpt56_sol,1.5,0.84,0.959231709530113,0.95923170953,False,False,1bda1345f7f524db80d9059774f60788f4a22fa232548fe97cef57cf4b4218be
mmlu,mmlu_pro:test:7659,anthropic_sonnet5,-1.5,0.72,0.3645804170628424,0.364580417063,False,False,e0c862f08b3176bda6707016132a4f4d41648257276695a0c5e94c59c18df3e6
mmlu,mmlu_pro:test:7659,anthropic_sonnet5,-0.75,0.72,0.5484627787629106,0.548462778763,False,False,dc37e218f0e4024628cc61d382805b31e70a720e6d94c1c45777bce902f4f6fe
mmlu,mmlu_pro:test:7659,anthropic_sonnet5,0.0,0.72,0.72,0.72,False,True,4db8a76f779c5aa5814238cefc289951743a4bf3f669a3bcb5aa039de91ebde7
mmlu,mmlu_pro:test:7659,anthropic_sonnet5,0.75,0.72,0.8448100041326249,0.844810004133,False,False,b30c3d814cfb622056f37745bc216d21749650bc89da39ddfe7d9cf014f541b7
mmlu,mmlu_pro:test:7659,anthropic_sonnet5,1.5,0.72,0.9201554944517072,0.920155494452,False,False,a24a59eba8a4fbf11df0b95336c864b72460063e7789c6a01f41b410780b8dcf
mmlu,mmlu_pro:test:7757,openai_gpt56_sol,-1.5,0.96,0.8426466541619025,0.842646654162,False,False,a1c22f040f902024d7be3693821bd17dec1a4b75d680e184d2aa13c7137e9efe
mmlu,mmlu_pro:test:7757,openai_gpt56_sol,-0.75,0.96,0.9189416849076816,0.918941684908,False,False,d70c1ed7ff80ffe968d9e01468602fe6d21489719ed1086fcf7820fb010ef7c7
mmlu,mmlu_pro:test:7757,openai_gpt56_sol,0.0,0.96,0.96,0.96,False,True,4be5eb331c128de415e1980e627345d86158daee0a488f6e3b00424022dfdd95
mmlu,mmlu_pro:test:7757,openai_gpt56_sol,0.75,0.96,0.9806979618533007,0.980697961853,False,False,1597461b706ca7e4475090025ad62725f346b5d856d511b3d93c3b10a9ae1dbc
mmlu,mmlu_pro:test:7757,openai_gpt56_sol,1.5,0.96,0.9907885496765599,0.990788549677,False,False,db47cc1454e9113b07f36ab0e1fba04ab00d2850446ba1b6251cbcb16c421f4f
mmlu,mmlu_pro:test:7757,anthropic_sonnet5,-1.5,0.7,0.3423808749441992,0.342380874944,False,False,1f0efb5b22ebc7df71f06404c22f91bb769d989990ea7d1cc78076de78fda796
mmlu,mmlu_pro:test:7757,anthropic_sonnet5,-0.75,0.7,0.5243052935263021,0.524305293526,False,False,757f0f0a39cc214228a4dd20435b2519dbc3cc37b0dfb9bb07b1dac5685545c2
mmlu,mmlu_pro:test:7757,anthropic_sonnet5,0.0,0.7,0.7,0.7,False,True,0376ca34958824f8c8e44e5d6adfffe05822eb9d176b4c492394d0343c1053f4
mmlu,mmlu_pro:test:7757,anthropic_sonnet5,0.75,0.7,0.8316403849586579,0.831640384959,False,False,479982493dc4ee435a0a6358278ed2cd0ed86e89458b24ba7831ad941d70dd7b
mmlu,mmlu_pro:test:7757,anthropic_sonnet5,1.5,0.7,0.9127192073278784,0.912719207328,False,False,b3a89e4e4d90e69c6081355733f92d9a090656811842305caa3e647d9df7a743
mmlu,mmlu_pro:test:7866,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,08340b1ac664b3feeeb330ec870dfa3fd245b5cf8f523c8918450213bcea368c
mmlu,mmlu_pro:test:7866,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,c2cd99478fb53e3ead09876b581ff3f4deaac16e660b1098954be1c5145b1055
mmlu,mmlu_pro:test:7866,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,49ca2c9065bb5daad0515bd93a2a9ab8e87089b3b5492f7cbacd2dec7fbd21e6
mmlu,mmlu_pro:test:7866,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,a63e9f4d92efde75f9f76577112c1acffff14ac2981a2d3c8ae626a3f981ce11
mmlu,mmlu_pro:test:7866,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,b54a8d491a30e48f4ce2dcbe3afc2a44c404854b72974eb376c0dc562479f9e7
mmlu,mmlu_pro:test:7866,anthropic_sonnet5,-1.5,0.95,0.8091411117439881,0.809141111744,False,False,50bf08ca938a9e5fbd0f7f47bc9ac167ba52ab6149352e72b6cc631992e23b49
mmlu,mmlu_pro:test:7866,anthropic_sonnet5,-0.75,0.95,0.899749016671533,0.899749016672,False,False,4e84542cdcef036a6aec676aca5078862c09c6647373a7fce9c6e88a9a89685b
mmlu,mmlu_pro:test:7866,anthropic_sonnet5,0.0,0.95,0.95,0.95,False,True,66af83c971cc8523b0179e795692899ef9010ce4fad553144f06f265527efea4
mmlu,mmlu_pro:test:7866,anthropic_sonnet5,0.75,0.95,0.9757416977817458,0.975741697782,False,False,0189d9d0d3ea15c1a7601d8168153075321891c05173dda57ef5a09cac366f50
mmlu,mmlu_pro:test:7866,anthropic_sonnet5,1.5,0.95,0.9883926208536525,0.988392620854,False,False,7a7e18e6b081755afe6b5f25c9e2b362a02bc02a8c47b8ce8be6215c6b2114b1
mmlu,mmlu_pro:test:7892,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,ebd1f82bb342165085c9bd4823376d43cb92f5e46306cd46ce24daa9b44c604d
mmlu,mmlu_pro:test:7892,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,eb8ca8965c6431613c5ddf425b80382633bc3facb6c1a4e6b368e54029dbf1e5
mmlu,mmlu_pro:test:7892,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,2c41be614e0cb8e62856549d692a8725d07dbf8ce8a842ae15c3a98e08a72936
mmlu,mmlu_pro:test:7892,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,56c188ca5510c0b6b00924f3f8434ce2d6a808c53c7d01533925c8825c852fca
mmlu,mmlu_pro:test:7892,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,500dbf2af58a068d5bafdb17fb3b5a75dbdc71d045ea9f4a78ff3b2343626e04
mmlu,mmlu_pro:test:7892,anthropic_sonnet5,-1.5,0.95,0.8091411117439881,0.809141111744,True,False,c05c228c5e12e0c0b10d505cd610d5aade843b8ee5e08ac35345d6e7abf28a2b
mmlu,mmlu_pro:test:7892,anthropic_sonnet5,-0.75,0.95,0.899749016671533,0.899749016672,True,False,ba1a779026573a5f01b7e40ba5f05560c16fd801889a2a1a5fa2a9de963527c2
mmlu,mmlu_pro:test:7892,anthropic_sonnet5,0.0,0.95,0.95,0.95,True,True,4b7ba0f7b6881b0d1ef00d070ec621f57c446368b5c67bddb0a8af579d63438f
mmlu,mmlu_pro:test:7892,anthropic_sonnet5,0.75,0.95,0.9757416977817458,0.975741697782,True,False,ed01b8ca5e6f014714ad8fceee66f3b3c02daab992b2f9dcdd107a07aa046392
mmlu,mmlu_pro:test:7892,anthropic_sonnet5,1.5,0.95,0.9883926208536525,0.988392620854,True,False,e246e95d87cc926300bc4bb57f9b5eb7caa9244c7bfa022ce945378009e6959d
mmlu,mmlu_pro:test:7895,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,78f512f9e199bb1135b34fea76cf65bad92881fa26d5d0f232bd4a91ed213be8
